user_id,Pickup_Location,rental_date,duration,return_date,car_id
3,Dhubri,19-12-2019,6,25-12-2019,6075
3,Coimbatore,26-12-2019,4,30-12-2019,16
3,Udaipur,02-01-2020,4,06-01-2020,8694
3,Mopa,09-01-2020,3,12-01-2020,3560
3,Kota,23-01-2020,3,26-01-2020,8238
3,Gwalior,30-01-2020,1,31-01-2020,1893
3,Prayagraj,13-02-2020,7,20-02-2020,3626
3,Varanasi,28-02-2020,5,04-03-2020,5938
3,Nashik,16-04-2020,1,17-04-2020,3296
3,Ayodhya,14-05-2020,4,18-05-2020,7667
3,Srinagar,11-06-2020,1,12-06-2020,5246
3,Udaipur,23-07-2020,3,26-07-2020,8713
3,Patna,03-10-2020,6,09-10-2020,10534
3,Jamshedpur,01-10-2020,2,03-10-2020,3189
3,Puducherry,30-10-2020,6,05-11-2020,2888
3,Nashik,26-11-2020,6,02-12-2020,3233
3,Srinagar,17-12-2020,7,24-12-2020,5367
3,Kolkata,24-12-2020,3,27-12-2020,6326
3,Kota,21-01-2021,6,27-01-2021,8341
3,Nashik,28-01-2021,3,31-01-2021,3220
3,Dehradun,18-02-2021,1,19-02-2021,5063
3,Guwahati,25-02-2021,6,03-03-2021,2354
3,Patna,18-03-2021,4,22-03-2021,10567
3,Gwalior,01-04-2021,5,06-04-2021,1888
3,Raipur,08-04-2021,5,13-04-2021,2761
3,Pune,15-04-2021,2,17-04-2021,1569
3,Varanasi,13-05-2021,2,15-05-2021,5878
3,Imphal,10-06-2021,1,11-06-2021,9580
3,Khowai,29-07-2021,7,05-08-2021,1058
3,Srinagar,19-08-2021,5,24-08-2021,5248
3,Coimbatore,11-12-2021,4,15-12-2021,137
3,Mumbai,18-11-2021,3,21-11-2021,10728
3,Gwalior,21-01-2022,7,28-01-2022,1828
3,Visakhapatnam,10-02-2022,2,12-02-2022,9967
3,Gwalior,12-05-2022,4,16-05-2022,1840
3,Raipur,23-06-2022,6,29-06-2022,2761
3,Navi Mumbai,21-07-2022,1,22-07-2022,1202
3,Raigarh,18-08-2022,3,21-08-2022,4360
3,Kolkata,22-09-2022,4,26-09-2022,6358
3,Imphal,29-09-2022,1,30-09-2022,9557
3,Vijayawada,13-10-2022,7,20-10-2022,1733
3,Vijayawada,27-10-2022,3,30-10-2022,1695
3,Surat,03-11-2022,6,09-11-2022,8542
3,Jamshedpur,15-12-2022,2,17-12-2022,3056
3,Ludhiana,05-01-2023,6,11-01-2023,4157
3,Chandigarh,12-01-2023,2,14-01-2023,9112
3,Kolkata,16-02-2023,3,19-02-2023,6292
3,Jaipur,23-02-2023,6,01-03-2023,7302
3,Udaipur,09-03-2023,2,11-03-2023,8714
3,Diu,23-03-2023,7,30-03-2023,8808
3,Jamshedpur,30-03-2023,2,01-04-2023,3028
3,Bengaluru,06-04-2023,7,13-04-2023,2050
3,Udaipur,20-04-2023,2,22-04-2023,8623
3,Hyderabad,11-06-2023,4,15-06-2023,888
3,Vadodara,25-05-2023,6,31-05-2023,3934
3,Bhubaneswar,01-06-2023,6,07-06-2023,7931
3,Imphal,08-06-2023,4,12-06-2023,9495
3,Ludhiana,13-07-2023,2,15-07-2023,4172
4,Vijayawada,03-10-2019,2,05-10-2019,1714
4,Itanagar,07-11-2019,2,09-11-2019,5616
4,Imphal,14-11-2019,6,20-11-2019,9553
4,Bilaspur,09-01-2020,3,12-01-2020,2515
4,Indore,23-01-2020,4,27-01-2020,10127
4,Hyderabad,14-02-2020,5,19-02-2020,914
4,Kullu-Manali,27-02-2020,3,01-03-2020,7511
4,Puducherry,19-03-2020,3,22-03-2020,2819
4,Srinagar,02-04-2020,6,08-04-2020,5312
4,Surat,30-04-2020,4,04-05-2020,8559
4,Dabolim,07-05-2020,4,11-05-2020,461
4,Patna,23-07-2020,5,28-07-2020,10521
4,Vadodara,27-08-2020,4,31-08-2020,3807
4,Mysuru,22-10-2020,2,24-10-2020,10270
4,Patna,26-11-2020,1,27-11-2020,10488
4,Khowai,24-12-2020,5,29-12-2020,1197
4,Patna,31-12-2020,6,06-01-2021,10443
4,Srinagar,21-01-2021,4,25-01-2021,5256
4,Kota,19-02-2021,1,20-02-2021,8282
4,Tirupati,04-03-2021,3,07-03-2021,4999
4,Kota,11-03-2021,2,13-03-2021,8371
4,Mumbai,08-05-2021,4,12-05-2021,10607
4,Puducherry,10-06-2021,4,14-06-2021,2847
4,Hisar,01-08-2021,3,04-08-2021,9765
4,Khowai,23-09-2021,2,25-09-2021,1012
4,Coimbatore,15-10-2021,7,22-10-2021,172
4,Amritsar,18-11-2021,5,23-11-2021,6857
4,Patna,16-12-2021,1,17-12-2021,10584
4,Mumbai,30-12-2021,7,06-01-2022,10659
4,Puri,13-01-2022,3,16-01-2022,4687
4,Dabolim,03-02-2022,6,09-02-2022,533
4,Shillong,24-03-2022,5,29-03-2022,6626
4,Ayodhya,31-03-2022,4,04-04-2022,7712
4,Kota,07-04-2022,2,09-04-2022,8302
4,Udaipur,21-04-2022,7,28-04-2022,8757
4,Hyderabad,12-05-2022,1,13-05-2022,1000
4,Pune,26-05-2022,4,30-05-2022,1533
4,Imphal,02-06-2022,3,05-06-2022,9482
4,Hyderabad,04-08-2022,7,11-08-2022,882
4,Pune,01-10-2022,4,05-10-2022,1484
4,Itanagar,23-09-2022,7,30-09-2022,5763
4,Mumbai,29-09-2022,7,06-10-2022,10665
4,Jamshedpur,27-10-2022,2,29-10-2022,3034
4,Varanasi,03-11-2022,3,06-11-2022,5867
4,Bhopal,10-11-2022,7,17-11-2022,7005
4,Tirupati,01-12-2022,7,08-12-2022,4822
4,Vadodara,05-01-2023,5,10-01-2023,3819
4,Mysuru,19-01-2023,7,26-01-2023,10355
4,Shillong,02-03-2023,3,05-03-2023,6745
4,Gwalior,09-03-2023,7,16-03-2023,1940
4,Vijayawada,06-04-2023,2,08-04-2023,1693
4,Dehradun,15-06-2023,4,19-06-2023,5144
4,Jamshedpur,29-06-2023,5,04-07-2023,3033
4,Nashik,13-07-2023,1,14-07-2023,3381
5,Nashik,26-09-2019,4,30-09-2019,3301
5,Visakhapatnam,02-01-2020,6,08-01-2020,9988
5,Mopa,06-03-2020,3,09-03-2020,3431
5,Nashik,13-02-2020,4,17-02-2020,3300
5,Bhopal,27-02-2020,3,01-03-2020,7140
5,Mysuru,12-03-2020,4,16-03-2020,10300
5,Srinagar,21-05-2020,3,24-05-2020,5290
5,Hisar,30-07-2020,3,02-08-2020,9634
5,Udaipur,13-08-2020,5,18-08-2020,8677
5,Puducherry,24-09-2020,3,27-09-2020,2848
5,Guwahati,22-10-2020,4,26-10-2020,2261
5,Coimbatore,12-11-2020,7,19-11-2020,137
5,Kota,10-12-2020,7,17-12-2020,8327
6,Visakhapatnam,26-09-2019,2,28-09-2019,9922
6,Kolkata,10-10-2019,5,15-10-2019,6273
6,Raigarh,14-11-2019,1,15-11-2019,4392
6,Ranchi,21-11-2019,7,28-11-2019,218
6,Bhopal,05-12-2019,4,09-12-2019,7069
6,Jamshedpur,12-12-2019,3,15-12-2019,3024
6,Tirupati,26-12-2019,5,31-12-2019,4868
6,Hyderabad,06-02-2020,2,08-02-2020,993
6,Mopa,05-03-2020,4,09-03-2020,3474
6,Navi Mumbai,12-03-2020,2,14-03-2020,1382
6,Khowai,23-04-2020,7,30-04-2020,1100
6,Visakhapatnam,30-04-2020,4,04-05-2020,9940
6,Puri,28-05-2020,5,02-06-2020,4692
6,Guwahati,17-09-2020,3,20-09-2020,2254
6,Kullu-Manali,29-10-2020,1,30-10-2020,7553
6,Khowai,05-11-2020,7,12-11-2020,1193
6,Puducherry,12-11-2020,7,19-11-2020,2853
6,Jamshedpur,26-11-2020,7,03-12-2020,3156
6,Bhopal,24-12-2020,4,28-12-2020,7053
6,Jaipur,31-12-2020,5,05-01-2021,7344
6,Srinagar,07-01-2021,6,13-01-2021,5358
6,Jamshedpur,25-02-2021,5,02-03-2021,3090
6,Gwalior,01-04-2021,5,06-04-2021,1948
7,Mysuru,21-11-2019,7,28-11-2019,10255
7,Udaipur,24-01-2020,7,31-01-2020,8616
7,Ludhiana,31-01-2020,6,06-02-2020,4020
7,Srinagar,05-03-2020,4,09-03-2020,5290
7,Amritsar,19-03-2020,7,26-03-2020,6981
7,Navi Mumbai,14-05-2020,7,21-05-2020,1226
7,Dehradun,28-05-2020,5,02-06-2020,5092
7,Tirupati,04-06-2020,4,08-06-2020,4941
7,Coimbatore,19-06-2020,2,21-06-2020,41
7,Delhi NCR,25-06-2020,3,28-06-2020,5544
7,Diu,17-07-2020,4,21-07-2020,8862
7,Mysuru,06-08-2020,6,12-08-2020,10362
7,Patna,20-08-2020,3,23-08-2020,10516
7,Guwahati,03-09-2020,6,09-09-2020,2310
8,Chennai,03-10-2019,1,04-10-2019,4436
8,Imphal,24-10-2019,7,31-10-2019,9493
8,Prayagraj,31-10-2019,2,02-11-2019,3772
8,Hyderabad,21-11-2019,2,23-11-2019,804
8,Dabolim,19-12-2019,7,26-12-2019,552
8,Patna,02-01-2020,2,04-01-2020,10499
8,Raigarh,16-01-2020,1,17-01-2020,4344
8,Shillong,30-01-2020,3,02-02-2020,6733
8,Vadodara,23-04-2020,6,29-04-2020,3887
8,Mopa,28-05-2020,7,04-06-2020,3462
8,Srinagar,25-06-2020,2,27-06-2020,5326
8,Jaipur,02-07-2020,6,08-07-2020,7229
8,Dabolim,16-07-2020,5,21-07-2020,517
8,Surat,23-07-2020,5,28-07-2020,8419
8,Guwahati,20-08-2020,6,26-08-2020,2330
8,Pune,03-09-2020,5,08-09-2020,1526
8,Varanasi,28-01-2021,2,30-01-2021,5817
8,Vadodara,11-02-2021,6,17-02-2021,3952
8,Udaipur,25-03-2021,1,26-03-2021,8684
8,Guwahati,22-04-2021,3,25-04-2021,2358
8,Puri,13-05-2021,7,20-05-2021,4609
8,Ahmedabad,10-06-2021,1,11-06-2021,636
8,Bhubaneswar,24-06-2021,6,30-06-2021,7899
8,Mopa,01-08-2021,1,02-08-2021,3438
8,Varanasi,22-07-2021,7,29-07-2021,5866
8,Bilaspur,05-08-2021,4,09-08-2021,2533
8,Srinagar,12-08-2021,3,15-08-2021,5229
8,Raigarh,26-08-2021,1,27-08-2021,4336
8,Nashik,02-09-2021,6,08-09-2021,3221
8,Prayagraj,16-09-2021,3,19-09-2021,3636
8,Shimla,07-10-2021,6,13-10-2021,9318
8,Mopa,04-11-2021,5,09-11-2021,3559
8,Shimla,25-11-2021,1,26-11-2021,9235
8,Dhubri,16-12-2021,3,19-12-2021,6060
8,Jamshedpur,13-01-2022,7,20-01-2022,3186
8,Chennai,27-01-2022,5,01-02-2022,4598
8,Ranchi,03-02-2022,4,07-02-2022,317
8,Bilaspur,24-02-2022,1,25-02-2022,2490
8,Puri,10-03-2022,7,17-03-2022,4670
8,Bhubaneswar,28-04-2022,7,05-05-2022,7923
8,Puri,05-05-2022,2,07-05-2022,4719
8,Ludhiana,02-06-2022,2,04-06-2022,4059
8,Varanasi,30-06-2022,1,01-07-2022,5805
8,Kullu-Manali,07-07-2022,7,14-07-2022,7431
8,Prayagraj,21-07-2022,3,24-07-2022,3792
8,Udaipur,28-07-2022,4,01-08-2022,8684
8,Ayodhya,11-08-2022,5,16-08-2022,7697
8,Kolkata,25-08-2022,6,31-08-2022,6294
8,Jamshedpur,15-09-2022,4,19-09-2022,3157
8,Imphal,03-11-2022,3,06-11-2022,9413
8,Guwahati,24-11-2022,3,27-11-2022,2217
8,Delhi NCR,01-12-2022,7,08-12-2022,5456
9,Chennai,26-09-2019,5,01-10-2019,4498
9,Mumbai,03-10-2019,1,04-10-2019,10735
9,Raigarh,10-10-2019,7,17-10-2019,4299
9,Gangtok,28-11-2019,2,30-11-2019,6489
9,Chennai,05-12-2019,4,09-12-2019,4588
9,Raigarh,09-01-2020,4,13-01-2020,4233
9,Delhi NCR,23-01-2020,4,27-01-2020,5515
9,Puducherry,06-02-2020,3,09-02-2020,2909
9,Shillong,20-02-2020,7,27-02-2020,6695
9,Bhopal,09-04-2020,3,12-04-2020,7162
9,Surat,11-07-2020,4,15-07-2020,8454
9,Puri,18-06-2020,4,22-06-2020,4791
9,Itanagar,09-07-2020,1,10-07-2020,5667
9,Ahmedabad,30-07-2020,3,02-08-2020,710
9,Khowai,17-09-2020,7,24-09-2020,1105
9,Bilaspur,08-10-2020,6,14-10-2020,2570
9,Guwahati,15-10-2020,1,16-10-2020,2288
9,Hyderabad,22-10-2020,4,26-10-2020,857
9,Visakhapatnam,05-11-2020,3,08-11-2020,9805
9,Pune,14-01-2021,5,19-01-2021,1473
9,Itanagar,28-01-2021,4,01-02-2021,5766
9,Jamshedpur,08-04-2021,6,14-04-2021,3002
9,Ahmedabad,15-04-2021,5,20-04-2021,780
9,Puducherry,27-05-2021,3,30-05-2021,2909
9,Nashik,08-07-2021,1,09-07-2021,3229
9,Indore,15-07-2021,4,19-07-2021,10061
9,Bhopal,29-07-2021,6,04-08-2021,7111
9,Gwalior,12-08-2021,6,18-08-2021,1864
9,Bilaspur,19-08-2021,4,23-08-2021,2422
9,Nashik,23-09-2021,5,28-09-2021,3334
9,Ludhiana,07-11-2021,7,14-11-2021,4135
9,Delhi NCR,28-10-2021,2,30-10-2021,5424
10,Patna,03-10-2019,7,10-10-2019,10457
10,Imphal,15-11-2019,1,16-11-2019,9449
10,Raipur,26-12-2019,7,02-01-2020,2732
10,Udaipur,20-02-2020,6,26-02-2020,8747
10,Indore,12-03-2020,7,19-03-2020,10146
10,Dabolim,02-04-2020,1,03-04-2020,588
10,Vijayawada,07-05-2020,7,14-05-2020,1754
10,Imphal,18-06-2020,4,22-06-2020,9465
10,Raipur,25-06-2020,1,26-06-2020,2622
10,Hyderabad,06-08-2020,3,09-08-2020,923
10,Shillong,27-08-2020,6,02-09-2020,6784
10,Khowai,10-09-2020,2,12-09-2020,1196
10,Kullu-Manali,24-09-2020,4,28-09-2020,7447
10,Mopa,08-10-2020,5,13-10-2020,3448
10,Ludhiana,15-10-2020,3,18-10-2020,4008
10,Ludhiana,26-11-2020,3,29-11-2020,4029
10,Chennai,03-12-2020,6,09-12-2020,4511
11,Ayodhya,03-10-2019,7,10-10-2019,7710
11,Dehradun,25-10-2019,5,30-10-2019,5075
11,Itanagar,14-11-2019,7,21-11-2019,5662
11,Pune,21-11-2019,6,27-11-2019,1566
11,Vijayawada,19-12-2019,2,21-12-2019,1693
11,Ludhiana,02-01-2020,1,03-01-2020,4162
11,Shimla,16-01-2020,3,19-01-2020,9393
11,Khowai,24-01-2020,2,26-01-2020,1064
11,Delhi NCR,28-02-2020,2,01-03-2020,5441
11,Kota,20-03-2020,1,21-03-2020,8391
11,Diu,26-03-2020,6,01-04-2020,8927
11,Pune,09-04-2020,6,15-04-2020,1459
11,Mumbai,14-05-2020,1,15-05-2020,10725
11,Puri,11-06-2020,7,18-06-2020,4704
11,Thiruvananthapuram,30-07-2020,7,06-08-2020,8182
11,Puri,14-08-2020,5,19-08-2020,4652
11,Gangtok,10-09-2020,3,13-09-2020,6599
11,Puducherry,17-09-2020,4,21-09-2020,2988
11,Visakhapatnam,03-12-2020,4,07-12-2020,9837
11,Ayodhya,25-02-2021,1,26-02-2021,7633
11,Varanasi,11-03-2021,5,16-03-2021,5907
11,Dehradun,01-04-2021,7,08-04-2021,5009
11,Thiruvananthapuram,15-04-2021,6,21-04-2021,8060
11,Pune,20-05-2021,5,25-05-2021,1488
11,Chennai,27-05-2021,2,29-05-2021,4594
11,Puducherry,01-07-2021,1,02-07-2021,2999
11,Bhopal,15-07-2021,3,18-07-2021,7031
11,Indore,23-07-2021,6,29-07-2021,10179
11,Amritsar,12-08-2021,1,13-08-2021,6819
11,Gwalior,26-08-2021,1,27-08-2021,1950
11,Pune,09-09-2021,3,12-09-2021,1570
11,Khowai,23-09-2021,1,24-09-2021,1179
11,Ranchi,10-01-2021,7,17-01-2021,245
11,Guwahati,07-10-2021,7,14-10-2021,2379
11,Srinagar,14-10-2021,7,21-10-2021,5224
11,Hyderabad,25-11-2021,4,29-11-2021,904
11,Tirupati,02-12-2021,5,07-12-2021,4894
11,Udaipur,16-12-2021,4,20-12-2021,8664
11,Gwalior,30-12-2021,4,03-01-2022,1805
11,Diu,03-02-2022,4,07-02-2022,8955
11,Bengaluru,17-02-2022,5,22-02-2022,2068
11,Prayagraj,03-03-2022,5,08-03-2022,3733
11,Delhi NCR,02-06-2022,6,08-06-2022,5483
11,Raigarh,24-06-2022,4,28-06-2022,4275
11,Patna,14-07-2022,1,15-07-2022,10578
11,Chandigarh,04-08-2022,1,05-08-2022,9019
11,Gangtok,19-08-2022,5,24-08-2022,6548
11,Bhubaneswar,25-08-2022,2,27-08-2022,7950
11,Visakhapatnam,06-10-2022,4,10-10-2022,9876
11,Bilaspur,19-01-2023,5,24-01-2023,2453
11,Jaipur,26-01-2023,3,29-01-2023,7202
11,Chandigarh,17-03-2023,5,22-03-2023,9188
11,Raigarh,20-04-2023,7,27-04-2023,4390
11,Ayodhya,11-05-2023,6,17-05-2023,7649
12,Delhi NCR,26-09-2019,1,27-09-2019,5407
12,Puri,03-10-2019,2,05-10-2019,4625
12,Shimla,17-10-2019,6,23-10-2019,9214
12,Raigarh,05-12-2019,4,09-12-2019,4367
12,Vadodara,19-12-2019,4,23-12-2019,3979
12,Puri,09-01-2020,4,13-01-2020,4631
12,Mysuru,13-02-2020,2,15-02-2020,10350
12,Dehradun,20-02-2020,3,23-02-2020,5036
12,Kullu-Manali,05-03-2020,5,10-03-2020,7474
12,Shillong,09-04-2020,3,12-04-2020,6720
12,Coimbatore,16-04-2020,6,22-04-2020,144
12,Chennai,23-04-2020,1,24-04-2020,4575
12,Guwahati,07-06-2020,7,14-06-2020,2209
12,Bhopal,04-06-2020,3,07-06-2020,7040
12,Delhi NCR,11-06-2020,4,15-06-2020,5457
12,Puducherry,25-06-2020,6,01-07-2020,2863
12,Puducherry,02-07-2020,5,07-07-2020,3000
12,Gwalior,30-07-2020,1,31-07-2020,1956
12,Visakhapatnam,13-08-2020,6,19-08-2020,9865
12,Patna,20-08-2020,4,24-08-2020,10595
12,Gwalior,03-09-2020,2,05-09-2020,1900
12,Ranchi,24-09-2020,3,27-09-2020,301
12,Bengaluru,29-10-2020,1,30-10-2020,2087
12,Mopa,27-11-2020,7,04-12-2020,3429
12,Bhubaneswar,10-12-2020,6,16-12-2020,7987
12,Dabolim,07-01-2021,3,10-01-2021,403
13,Itanagar,10-10-2019,3,13-10-2019,5635
13,Jaipur,17-10-2019,7,24-10-2019,7246
13,Hisar,24-10-2019,1,25-10-2019,9656
13,Ranchi,31-10-2019,1,01-11-2019,227
13,Surat,07-11-2019,7,14-11-2019,8404
13,Ranchi,14-11-2019,7,21-11-2019,336
13,Patna,28-11-2019,3,01-12-2019,10594
13,Guwahati,09-01-2020,4,13-01-2020,2225
13,Delhi NCR,16-01-2020,2,18-01-2020,5460
13,Bhubaneswar,30-01-2020,4,03-02-2020,7902
13,Khowai,19-03-2020,5,24-03-2020,1186
13,Diu,09-04-2020,2,11-04-2020,8939
13,Raipur,07-05-2020,4,11-05-2020,2754
13,Guwahati,18-06-2020,7,25-06-2020,2317
13,Delhi NCR,30-07-2020,3,02-08-2020,5484
13,Vadodara,06-08-2020,5,11-08-2020,3840
13,Shimla,29-10-2020,3,01-11-2020,9373
13,Kolkata,05-11-2020,4,09-11-2020,6361
13,Puducherry,26-11-2020,5,01-12-2020,2806
13,Dehradun,24-12-2020,3,27-12-2020,5144
13,Ranchi,07-01-2021,3,10-01-2021,217
13,Hyderabad,28-01-2021,1,29-01-2021,948
13,Nashik,08-04-2021,5,13-04-2021,3366
13,Visakhapatnam,20-05-2021,5,25-05-2021,9827
13,Ayodhya,27-05-2021,6,02-06-2021,7687
13,Gangtok,03-06-2021,5,08-06-2021,6425
13,Varanasi,17-06-2021,1,18-06-2021,5914
13,Raigarh,29-07-2021,6,04-08-2021,4386
13,Shimla,05-08-2021,3,08-08-2021,9217
13,Coimbatore,12-08-2021,7,19-08-2021,80
13,Visakhapatnam,26-08-2021,3,29-08-2021,9995
13,Bhubaneswar,02-09-2021,2,04-09-2021,7861
13,Bhubaneswar,09-09-2021,3,12-09-2021,7828
13,Prayagraj,21-10-2021,6,27-10-2021,3698
13,Itanagar,04-12-2021,7,11-12-2021,5702
13,Patna,16-12-2021,6,22-12-2021,10532
13,Prayagraj,30-12-2021,2,01-01-2022,3663
13,Shimla,06-01-2022,6,12-01-2022,9392
13,Srinagar,10-04-2022,7,17-04-2022,5305
13,Shimla,12-05-2022,1,13-05-2022,9258
13,Vadodara,19-05-2022,7,26-05-2022,3993
13,Khowai,04-08-2022,5,09-08-2022,1185
13,Pune,08-09-2022,5,13-09-2022,1500
13,Delhi NCR,17-11-2022,1,18-11-2022,5405
13,Bhopal,13-01-2022,4,17-01-2022,7120
13,Ayodhya,22-12-2022,7,29-12-2022,7712
13,Delhi NCR,12-01-2023,2,14-01-2023,5430
13,Chandigarh,26-01-2023,2,28-01-2023,9127
14,Kolkata,03-10-2019,2,05-10-2019,6369
14,Pune,24-10-2019,1,25-10-2019,1422
14,Pune,31-10-2019,4,04-11-2019,1545
14,Thiruvananthapuram,21-11-2019,7,28-11-2019,8029
14,Shimla,06-02-2020,3,09-02-2020,9350
14,Surat,05-03-2020,3,08-03-2020,8484
14,Shillong,19-03-2020,2,21-03-2020,6602
14,Udaipur,21-05-2020,4,25-05-2020,8794
14,Puri,28-05-2020,1,29-05-2020,4634
15,Khowai,07-11-2019,6,13-11-2019,1120
15,Amritsar,26-12-2019,3,29-12-2019,6837
15,Thiruvananthapuram,16-01-2020,3,19-01-2020,8187
15,Kota,06-02-2020,4,10-02-2020,8348
15,Vijayawada,27-02-2020,7,05-03-2020,1761
15,Jamshedpur,05-03-2020,7,12-03-2020,3087
15,Itanagar,09-04-2020,5,14-04-2020,5694
15,Hisar,17-04-2020,1,18-04-2020,9727
15,Jamshedpur,07-05-2020,5,12-05-2020,3157
15,Gwalior,14-05-2020,2,16-05-2020,1970
15,Ahmedabad,25-06-2020,7,02-07-2020,604
15,Ludhiana,16-07-2020,1,17-07-2020,4133
15,Ludhiana,27-08-2020,6,02-09-2020,4022
15,Thiruvananthapuram,15-10-2020,4,19-10-2020,8058
15,Nashik,22-10-2020,2,24-10-2020,3366
15,Gwalior,03-12-2020,7,10-12-2020,1851
15,Gwalior,24-12-2020,7,31-12-2020,1960
15,Jamshedpur,11-03-2021,5,16-03-2021,3093
15,Dabolim,25-03-2021,3,28-03-2021,447
15,Ludhiana,08-04-2021,2,10-04-2021,4067
15,Pune,22-04-2021,2,24-04-2021,1507
15,Coimbatore,29-04-2021,6,05-05-2021,154
15,Kota,27-05-2021,6,02-06-2021,8322
15,Ranchi,03-06-2021,3,06-06-2021,387
15,Kolkata,17-06-2021,3,20-06-2021,6374
15,Mopa,24-06-2021,2,26-06-2021,3551
15,Surat,15-07-2021,5,20-07-2021,8521
15,Udaipur,22-07-2021,2,24-07-2021,8658
15,Ayodhya,12-08-2021,1,13-08-2021,7683
15,Khowai,19-08-2021,3,22-08-2021,1024
15,Bhopal,26-08-2021,6,01-09-2021,7075
15,Mopa,24-09-2021,5,29-09-2021,3586
15,Surat,21-10-2021,1,22-10-2021,8486
15,Dehradun,25-11-2021,4,29-11-2021,5023
15,Amritsar,23-12-2021,5,28-12-2021,6931
15,Hyderabad,13-01-2022,3,16-01-2022,993
15,Pune,20-01-2022,7,27-01-2022,1574
15,Nashik,27-01-2022,7,03-02-2022,3255
15,Ranchi,03-03-2022,1,04-03-2022,291
15,Udaipur,10-03-2022,4,14-03-2022,8707
15,Bilaspur,24-03-2022,3,27-03-2022,2450
15,Hisar,07-05-2022,1,08-05-2022,9654
15,Nashik,12-05-2022,4,16-05-2022,3248
15,Diu,02-06-2022,1,03-06-2022,8999
15,Imphal,21-07-2022,4,25-07-2022,9550
16,Jaipur,26-09-2019,6,02-10-2019,7369
16,Raigarh,17-10-2019,7,24-10-2019,4364
16,Vadodara,07-11-2019,5,12-11-2019,3992
16,Varanasi,14-11-2019,6,20-11-2019,5822
