user_id,Pickup_Location,rental_date,duration,return_date,car_id,total_amount
2,Ranchi,07-11-2021,1,08-11-2021,310,14300
2,Dabolim,04-11-2021,4,08-11-2021,431,20000
2,Raigarh,16-12-2021,4,20-12-2021,4349,41200
2,Vadodara,30-12-2021,7,06-01-2022,3937,76300
2,Ludhiana,06-01-2022,3,09-01-2022,4185,32100
2,Varanasi,10-02-2022,1,11-02-2022,5949,10300
2,Mumbai,24-02-2022,3,27-02-2022,10674,24600
2,Ayodhya,17-03-2022,1,18-03-2022,7794,10500
2,Guwahati,24-03-2022,3,27-03-2022,2283,22800
3,Dehradun,14-11-2019,3,17-11-2019,5066,22950
3,Varanasi,28-11-2019,1,29-11-2019,5982,20500
3,Dhubri,19-12-2019,6,25-12-2019,6075,39300
3,Coimbatore,26-12-2019,4,30-12-2019,16,19600
3,Udaipur,02-01-2020,4,06-01-2020,8694,43600
3,Mopa,09-01-2020,3,12-01-2020,3560,18900
3,Kota,23-01-2020,3,26-01-2020,8238,29550
3,Gwalior,30-01-2020,1,31-01-2020,1893,10200
3,Prayagraj,13-02-2020,7,20-02-2020,3626,51450
3,Varanasi,28-02-2020,5,04-03-2020,5938,56500
3,Nashik,16-04-2020,1,17-04-2020,3296,5700
3,Ayodhya,14-05-2020,4,18-05-2020,7667,28200
3,Srinagar,11-06-2020,1,12-06-2020,5246,11100
3,Udaipur,23-07-2020,3,26-07-2020,8713,23700
3,Patna,03-10-2020,6,09-10-2020,10534,70800
3,Jamshedpur,01-10-2020,2,03-10-2020,3189,22000
3,Puducherry,30-10-2020,6,05-11-2020,2888,36900
3,Nashik,26-11-2020,6,02-12-2020,3233,41100
3,Srinagar,17-12-2020,7,24-12-2020,5367,52500
3,Kolkata,24-12-2020,3,27-12-2020,6326,39000
3,Kota,21-01-2021,6,27-01-2021,8341,82800
3,Nashik,28-01-2021,3,31-01-2021,3220,19950
3,Dehradun,18-02-2021,1,19-02-2021,5063,5150
3,Guwahati,25-02-2021,6,03-03-2021,2354,59400
3,Patna,18-03-2021,4,22-03-2021,10567,30000
3,Gwalior,01-04-2021,5,06-04-2021,1888,31000
3,Raipur,08-04-2021,5,13-04-2021,2761,56000
3,Pune,15-04-2021,2,17-04-2021,1569,21400
3,Varanasi,13-05-2021,2,15-05-2021,5878,20100
3,Imphal,10-06-2021,1,11-06-2021,9580,9300
3,Khowai,29-07-2021,7,05-08-2021,1058,66850
3,Srinagar,19-08-2021,5,24-08-2021,5248,28000
3,Coimbatore,11-12-2021,4,15-12-2021,137,43200
3,Mumbai,18-11-2021,3,21-11-2021,10728,22500
3,Gwalior,21-01-2022,7,28-01-2022,1828,41300
3,Visakhapatnam,10-02-2022,2,12-02-2022,9967,15600
3,Gwalior,12-05-2022,4,16-05-2022,1840,17600
3,Raipur,23-06-2022,6,29-06-2022,2761,67200
3,Navi Mumbai,21-07-2022,1,22-07-2022,1202,7400
3,Raigarh,18-08-2022,3,21-08-2022,4360,18900
3,Kolkata,22-09-2022,4,26-09-2022,6358,48000
3,Imphal,29-09-2022,1,30-09-2022,9557,13800
3,Vijayawada,13-10-2022,7,20-10-2022,1733,79800
3,Vijayawada,27-10-2022,3,30-10-2022,1695,18750
3,Surat,03-11-2022,6,09-11-2022,8542,119400
3,Jamshedpur,15-12-2022,2,17-12-2022,3056,10300
3,Ludhiana,05-01-2023,6,11-01-2023,4157,83400
3,Chandigarh,12-01-2023,2,14-01-2023,9112,10800
3,Kolkata,16-02-2023,3,19-02-2023,6292,22200
3,Jaipur,23-02-2023,6,01-03-2023,7302,113400
3,Udaipur,09-03-2023,2,11-03-2023,8714,17800
3,Diu,23-03-2023,7,30-03-2023,8808,37800
3,Jamshedpur,30-03-2023,2,01-04-2023,3028,11800
3,Bengaluru,06-04-2023,7,13-04-2023,2050,78400
3,Udaipur,20-04-2023,2,22-04-2023,8623,9900
3,Hyderabad,11-06-2023,4,15-06-2023,888,25600
3,Vadodara,25-05-2023,6,31-05-2023,3934,71400
3,Bhubaneswar,01-06-2023,6,07-06-2023,7931,56400
3,Imphal,08-06-2023,4,12-06-2023,9495,24800
3,Ludhiana,13-07-2023,2,15-07-2023,4172,18400
4,Vijayawada,03-10-2019,2,05-10-2019,1714,17500
4,Itanagar,07-11-2019,2,09-11-2019,5616,9800
4,Imphal,14-11-2019,6,20-11-2019,9553,52800
4,Bilaspur,09-01-2020,3,12-01-2020,2515,21300
4,Indore,23-01-2020,4,27-01-2020,10127,27600
4,Hyderabad,14-02-2020,5,19-02-2020,914,44500
4,Kullu-Manali,27-02-2020,3,01-03-2020,7511,17250
4,Puducherry,19-03-2020,3,22-03-2020,2819,17700
4,Srinagar,02-04-2020,6,08-04-2020,5312,31500
4,Surat,30-04-2020,4,04-05-2020,8559,27600
4,Dabolim,07-05-2020,4,11-05-2020,461,48800
4,Patna,23-07-2020,5,28-07-2020,10521,51500
4,Vadodara,27-08-2020,4,31-08-2020,3807,19600
4,Mysuru,22-10-2020,2,24-10-2020,10270,27100
4,Patna,26-11-2020,1,27-11-2020,10488,6250
4,Khowai,24-12-2020,5,29-12-2020,1197,73000
4,Patna,31-12-2020,6,06-01-2021,10443,41400
4,Srinagar,21-01-2021,4,25-01-2021,5256,20400
4,Kota,19-02-2021,1,20-02-2021,8282,8200
4,Tirupati,04-03-2021,3,07-03-2021,4999,22500
4,Kota,11-03-2021,2,13-03-2021,8371,20000
4,Mumbai,08-05-2021,4,12-05-2021,10607,19800
4,Puducherry,10-06-2021,4,14-06-2021,2847,20200
4,Hisar,01-08-2021,3,04-08-2021,9765,37800
4,Khowai,23-09-2021,2,25-09-2021,1012,12700
4,Coimbatore,15-10-2021,7,22-10-2021,172,63000
4,Amritsar,18-11-2021,5,23-11-2021,6857,46000
4,Patna,16-12-2021,1,17-12-2021,10584,8000
4,Mumbai,30-12-2021,7,06-01-2022,10659,43400
4,Puri,13-01-2022,3,16-01-2022,4687,17250
4,Dabolim,03-02-2022,6,09-02-2022,533,68400
4,Shillong,24-03-2022,5,29-03-2022,6626,37000
4,Ayodhya,31-03-2022,4,04-04-2022,7712,20800
4,Kota,07-04-2022,2,09-04-2022,8302,37400
4,Udaipur,21-04-2022,7,28-04-2022,8757,98000
4,Hyderabad,12-05-2022,1,13-05-2022,1000,7300
4,Pune,26-05-2022,4,30-05-2022,1533,46000
4,Imphal,02-06-2022,3,05-06-2022,9482,24600
4,Hyderabad,04-08-2022,7,11-08-2022,882,58800
4,Pune,01-10-2022,4,05-10-2022,1484,29000
4,Itanagar,23-09-2022,7,30-09-2022,5763,65800
4,Mumbai,29-09-2022,7,06-10-2022,10665,57400
4,Jamshedpur,27-10-2022,2,29-10-2022,3034,15800
4,Varanasi,03-11-2022,3,06-11-2022,5867,21150
4,Bhopal,10-11-2022,7,17-11-2022,7005,69300
4,Tirupati,01-12-2022,7,08-12-2022,4822,124950
4,Vadodara,05-01-2023,5,10-01-2023,3819,29500
4,Mysuru,19-01-2023,7,26-01-2023,10355,58100
4,Shillong,02-03-2023,3,05-03-2023,6745,29700
4,Gwalior,09-03-2023,7,16-03-2023,1940,60200
4,Vijayawada,06-04-2023,2,08-04-2023,1693,20500
4,Dehradun,15-06-2023,4,19-06-2023,5144,29600
4,Jamshedpur,29-06-2023,5,04-07-2023,3033,34500
4,Nashik,13-07-2023,1,14-07-2023,3381,14600
5,Nashik,26-09-2019,4,30-09-2019,3301,50800
5,Visakhapatnam,02-01-2020,6,08-01-2020,9988,52800
5,Mopa,06-03-2020,3,09-03-2020,3431,14850
5,Nashik,13-02-2020,4,17-02-2020,3300,30000
5,Bhopal,27-02-2020,3,01-03-2020,7140,25800
5,Mysuru,12-03-2020,4,16-03-2020,10300,30000
5,Srinagar,21-05-2020,3,24-05-2020,5290,35250
5,Hisar,30-07-2020,3,02-08-2020,9634,23700
5,Udaipur,13-08-2020,5,18-08-2020,8677,61000
5,Puducherry,24-09-2020,3,27-09-2020,2848,16650
5,Guwahati,22-10-2020,4,26-10-2020,2261,48600
5,Coimbatore,12-11-2020,7,19-11-2020,137,75600
5,Kota,10-12-2020,7,17-12-2020,8327,47600
6,Visakhapatnam,26-09-2019,2,28-09-2019,9922,19000
6,Kolkata,10-10-2019,5,15-10-2019,6273,36000
6,Raigarh,14-11-2019,1,15-11-2019,4392,7000
6,Ranchi,21-11-2019,7,28-11-2019,218,66150
6,Bhopal,05-12-2019,4,09-12-2019,7069,34400
6,Jamshedpur,12-12-2019,3,15-12-2019,3024,16200
6,Tirupati,26-12-2019,5,31-12-2019,4868,30250
6,Hyderabad,06-02-2020,2,08-02-2020,993,19600
6,Mopa,05-03-2020,4,09-03-2020,3474,32400
6,Navi Mumbai,12-03-2020,2,14-03-2020,1382,41000
6,Khowai,23-04-2020,7,30-04-2020,1100,52500
6,Visakhapatnam,30-04-2020,4,04-05-2020,9940,35200
6,Puri,28-05-2020,5,02-06-2020,4692,36250
6,Guwahati,17-09-2020,3,20-09-2020,2254,30450
6,Kullu-Manali,29-10-2020,1,30-10-2020,7553,8900
6,Khowai,05-11-2020,7,12-11-2020,1193,67200
6,Puducherry,12-11-2020,7,19-11-2020,2853,66850
6,Jamshedpur,26-11-2020,7,03-12-2020,3156,62300
6,Bhopal,24-12-2020,4,28-12-2020,7053,38400
6,Jaipur,31-12-2020,5,05-01-2021,7344,37500
6,Srinagar,07-01-2021,6,13-01-2021,5358,70800
6,Jamshedpur,25-02-2021,5,02-03-2021,3090,58750
6,Gwalior,01-04-2021,5,06-04-2021,1948,39000
7,Mysuru,21-11-2019,7,28-11-2019,10255,38850
7,Udaipur,24-01-2020,7,31-01-2020,8616,34650
7,Ludhiana,31-01-2020,6,06-02-2020,4020,40500
7,Srinagar,05-03-2020,4,09-03-2020,5290,47000
7,Amritsar,19-03-2020,7,26-03-2020,6981,103600
7,Navi Mumbai,14-05-2020,7,21-05-2020,1226,51800
7,Dehradun,28-05-2020,5,02-06-2020,5092,36500
7,Tirupati,04-06-2020,4,08-06-2020,4941,55200
7,Coimbatore,19-06-2020,2,21-06-2020,41,17200
7,Delhi NCR,25-06-2020,3,28-06-2020,5544,22500
7,Diu,17-07-2020,4,21-07-2020,8862,72400
7,Mysuru,06-08-2020,6,12-08-2020,10362,60000
7,Patna,20-08-2020,3,23-08-2020,10516,23250
7,Guwahati,03-09-2020,6,09-09-2020,2310,85800
8,Chennai,03-10-2019,1,04-10-2019,4436,6950
8,Imphal,24-10-2019,7,31-10-2019,9493,71400
8,Prayagraj,31-10-2019,2,02-11-2019,3772,18000
8,Hyderabad,21-11-2019,2,23-11-2019,804,12900
8,Dabolim,19-12-2019,7,26-12-2019,552,44800
8,Patna,02-01-2020,2,04-01-2020,10499,13500
8,Raigarh,16-01-2020,1,17-01-2020,4344,7300
8,Shillong,30-01-2020,3,02-02-2020,6733,34200
8,Vadodara,23-04-2020,6,29-04-2020,3887,34500
8,Mopa,28-05-2020,7,04-06-2020,3462,126700
8,Srinagar,25-06-2020,2,27-06-2020,5326,25600
8,Jaipur,02-07-2020,6,08-07-2020,7229,50700
8,Dabolim,16-07-2020,5,21-07-2020,517,63750
8,Surat,23-07-2020,5,28-07-2020,8419,29500
8,Guwahati,20-08-2020,6,26-08-2020,2330,77400
8,Pune,03-09-2020,5,08-09-2020,1526,65000
8,Varanasi,28-01-2021,2,30-01-2021,5817,17700
8,Vadodara,11-02-2021,6,17-02-2021,3952,38400
8,Udaipur,25-03-2021,1,26-03-2021,8684,7400
8,Guwahati,22-04-2021,3,25-04-2021,2358,35700
8,Puri,13-05-2021,7,20-05-2021,4609,55300
8,Ahmedabad,10-06-2021,1,11-06-2021,636,6900
8,Bhubaneswar,24-06-2021,6,30-06-2021,7899,40500
8,Mopa,01-08-2021,1,02-08-2021,3438,9950
8,Varanasi,22-07-2021,7,29-07-2021,5866,52850
8,Bilaspur,05-08-2021,4,09-08-2021,2533,44400
8,Srinagar,12-08-2021,3,15-08-2021,5229,25200
8,Raigarh,26-08-2021,1,27-08-2021,4336,6800
8,Nashik,02-09-2021,6,08-09-2021,3221,71100
8,Prayagraj,16-09-2021,3,19-09-2021,3636,20550
8,Shimla,07-10-2021,6,13-10-2021,9318,64500
8,Mopa,04-11-2021,5,09-11-2021,3559,34000
8,Shimla,25-11-2021,1,26-11-2021,9235,6400
8,Dhubri,16-12-2021,3,19-12-2021,6060,20550
8,Jamshedpur,13-01-2022,7,20-01-2022,3186,70000
8,Chennai,27-01-2022,5,01-02-2022,4598,64000
8,Ranchi,03-02-2022,4,07-02-2022,317,51200
8,Bilaspur,24-02-2022,1,25-02-2022,2490,11600
8,Puri,10-03-2022,7,17-03-2022,4670,95200
8,Bhubaneswar,28-04-2022,7,05-05-2022,7923,60900
8,Puri,05-05-2022,2,07-05-2022,4719,11500
8,Ludhiana,02-06-2022,2,04-06-2022,4059,12300
8,Varanasi,30-06-2022,1,01-07-2022,5805,9850
8,Kullu-Manali,07-07-2022,7,14-07-2022,7431,34300
8,Prayagraj,21-07-2022,3,24-07-2022,3792,21000
8,Udaipur,28-07-2022,4,01-08-2022,8684,29600
8,Ayodhya,11-08-2022,5,16-08-2022,7697,48500
8,Kolkata,25-08-2022,6,31-08-2022,6294,65400
8,Jamshedpur,15-09-2022,4,19-09-2022,3157,55600
8,Imphal,03-11-2022,3,06-11-2022,9413,28050
8,Guwahati,24-11-2022,3,27-11-2022,2217,26850
8,Delhi NCR,01-12-2022,7,08-12-2022,5456,36400
9,Chennai,26-09-2019,5,01-10-2019,4498,52000
9,Mumbai,03-10-2019,1,04-10-2019,10735,7500
9,Raigarh,10-10-2019,7,17-10-2019,4299,46900
9,Gangtok,28-11-2019,2,30-11-2019,6489,17400
9,Chennai,05-12-2019,4,09-12-2019,4588,35200
9,Raigarh,09-01-2020,4,13-01-2020,4233,27400
9,Delhi NCR,23-01-2020,4,27-01-2020,5515,29600
9,Puducherry,06-02-2020,3,09-02-2020,2909,27450
9,Shillong,20-02-2020,7,27-02-2020,6695,43750
9,Bhopal,09-04-2020,3,12-04-2020,7162,30000
9,Surat,11-07-2020,4,15-07-2020,8454,40400
9,Puri,18-06-2020,4,22-06-2020,4791,30400
9,Itanagar,09-07-2020,1,10-07-2020,5667,7100
9,Ahmedabad,30-07-2020,3,02-08-2020,710,42750
9,Khowai,17-09-2020,7,24-09-2020,1105,60900
9,Bilaspur,08-10-2020,6,14-10-2020,2570,81000
9,Guwahati,15-10-2020,1,16-10-2020,2288,6300
9,Hyderabad,22-10-2020,4,26-10-2020,857,36800
9,Visakhapatnam,05-11-2020,3,08-11-2020,9805,29850
9,Pune,14-01-2021,5,19-01-2021,1473,35250
9,Itanagar,28-01-2021,4,01-02-2021,5766,54400
9,Jamshedpur,08-04-2021,6,14-04-2021,3002,44400
9,Ahmedabad,15-04-2021,5,20-04-2021,780,46500
9,Puducherry,27-05-2021,3,30-05-2021,2909,27450
9,Nashik,08-07-2021,1,09-07-2021,3229,8350
9,Indore,15-07-2021,4,19-07-2021,10061,48400
9,Bhopal,29-07-2021,6,04-08-2021,7111,34500
9,Gwalior,12-08-2021,6,18-08-2021,1864,33600
9,Bilaspur,19-08-2021,4,23-08-2021,2422,71200
9,Nashik,23-09-2021,5,28-09-2021,3334,59500
9,Ludhiana,07-11-2021,7,14-11-2021,4135,51800
9,Delhi NCR,28-10-2021,2,30-10-2021,5424,10900
10,Patna,03-10-2019,7,10-10-2019,10457,63700
10,Imphal,15-11-2019,1,16-11-2019,9449,8050
10,Raipur,26-12-2019,7,02-01-2020,2732,58100
10,Udaipur,20-02-2020,6,26-02-2020,8747,54000
10,Indore,12-03-2020,7,19-03-2020,10146,65800
10,Dabolim,02-04-2020,1,03-04-2020,588,8800
10,Vijayawada,07-05-2020,7,14-05-2020,1754,69300
10,Imphal,18-06-2020,4,22-06-2020,9465,32200
10,Raipur,25-06-2020,1,26-06-2020,2622,17850
10,Hyderabad,06-08-2020,3,09-08-2020,923,26400
10,Shillong,27-08-2020,6,02-09-2020,6784,48600
10,Khowai,10-09-2020,2,12-09-2020,1196,19200
10,Kullu-Manali,24-09-2020,4,28-09-2020,7447,20400
10,Mopa,08-10-2020,5,13-10-2020,3448,28000
10,Ludhiana,15-10-2020,3,18-10-2020,4008,16350
10,Ludhiana,26-11-2020,3,29-11-2020,4029,25350
10,Chennai,03-12-2020,6,09-12-2020,4511,35400
11,Ayodhya,03-10-2019,7,10-10-2019,7710,99400
11,Dehradun,25-10-2019,5,30-10-2019,5075,33250
11,Itanagar,14-11-2019,7,21-11-2019,5662,126700
11,Pune,21-11-2019,6,27-11-2019,1566,82200
11,Vijayawada,19-12-2019,2,21-12-2019,1693,20500
11,Ludhiana,02-01-2020,1,03-01-2020,4162,10200
11,Shimla,16-01-2020,3,19-01-2020,9393,28800
11,Khowai,24-01-2020,2,26-01-2020,1064,11100
11,Delhi NCR,28-02-2020,2,01-03-2020,5441,17400
11,Kota,20-03-2020,1,21-03-2020,8391,7500
11,Diu,26-03-2020,6,01-04-2020,8927,41400
11,Pune,09-04-2020,6,15-04-2020,1459,36300
11,Mumbai,14-05-2020,1,15-05-2020,10725,12000
11,Puri,11-06-2020,7,18-06-2020,4704,43750
11,Thiruvananthapuram,30-07-2020,7,06-08-2020,8182,145600
11,Puri,14-08-2020,5,19-08-2020,4652,33000
11,Gangtok,10-09-2020,3,13-09-2020,6599,22500
11,Puducherry,17-09-2020,4,21-09-2020,2988,34000
11,Visakhapatnam,03-12-2020,4,07-12-2020,9837,47800
11,Ayodhya,25-02-2021,1,26-02-2021,7633,6850
11,Varanasi,11-03-2021,5,16-03-2021,5907,38500
11,Dehradun,01-04-2021,7,08-04-2021,5009,55650
11,Thiruvananthapuram,15-04-2021,6,21-04-2021,8060,42000
11,Pune,20-05-2021,5,25-05-2021,1488,31250
11,Chennai,27-05-2021,2,29-05-2021,4594,21600
11,Puducherry,01-07-2021,1,02-07-2021,2999,7500
11,Bhopal,15-07-2021,3,18-07-2021,7031,14700
11,Indore,23-07-2021,6,29-07-2021,10179,51600
11,Amritsar,12-08-2021,1,13-08-2021,6819,5950
11,Gwalior,26-08-2021,1,27-08-2021,1950,15300
11,Pune,09-09-2021,3,12-09-2021,1570,41100
11,Khowai,23-09-2021,1,24-09-2021,1179,8600
11,Ranchi,10-01-2021,7,17-01-2021,245,71050
11,Guwahati,07-10-2021,7,14-10-2021,2379,61600
11,Srinagar,14-10-2021,7,21-10-2021,5224,37800
11,Hyderabad,25-11-2021,4,29-11-2021,904,25600
11,Tirupati,02-12-2021,5,07-12-2021,4894,53500
11,Udaipur,16-12-2021,4,20-12-2021,8664,22800
11,Gwalior,30-12-2021,4,03-01-2022,1805,39600
11,Diu,03-02-2022,4,07-02-2022,8955,33600
11,Bengaluru,17-02-2022,5,22-02-2022,2068,31000
11,Prayagraj,03-03-2022,5,08-03-2022,3733,56500
11,Delhi NCR,02-06-2022,6,08-06-2022,5483,46200
11,Raigarh,24-06-2022,4,28-06-2022,4275,26200
11,Patna,14-07-2022,1,15-07-2022,10578,12000
11,Chandigarh,04-08-2022,1,05-08-2022,9019,5950
11,Gangtok,19-08-2022,5,24-08-2022,6548,39000
11,Bhubaneswar,25-08-2022,2,27-08-2022,7950,30800
11,Visakhapatnam,06-10-2022,4,10-10-2022,9876,28800
11,Bilaspur,19-01-2023,5,24-01-2023,2453,47250
11,Jaipur,26-01-2023,3,29-01-2023,7202,22350
11,Chandigarh,17-03-2023,5,22-03-2023,9188,44000
11,Raigarh,20-04-2023,7,27-04-2023,4390,112000
11,Ayodhya,11-05-2023,6,17-05-2023,7649,48300
12,Delhi NCR,26-09-2019,1,27-09-2019,5407,4950
12,Puri,03-10-2019,2,05-10-2019,4625,15800
12,Shimla,17-10-2019,6,23-10-2019,9214,59400
12,Raigarh,05-12-2019,4,09-12-2019,4367,30000
12,Vadodara,19-12-2019,4,23-12-2019,3979,34400
12,Puri,09-01-2020,4,13-01-2020,4631,19600
12,Mysuru,13-02-2020,2,15-02-2020,10350,30600
12,Dehradun,20-02-2020,3,23-02-2020,5036,20850
12,Kullu-Manali,05-03-2020,5,10-03-2020,7474,40500
12,Shillong,09-04-2020,3,12-04-2020,6720,15750
12,Coimbatore,16-04-2020,6,22-04-2020,144,43800
12,Chennai,23-04-2020,1,24-04-2020,4575,8300
12,Guwahati,07-06-2020,7,14-06-2020,2209,55650
12,Bhopal,04-06-2020,3,07-06-2020,7040,13200
12,Delhi NCR,11-06-2020,4,15-06-2020,5457,36800
12,Puducherry,25-06-2020,6,01-07-2020,2863,30300
12,Puducherry,02-07-2020,5,07-07-2020,3000,35000
12,Gwalior,30-07-2020,1,31-07-2020,1956,8800
12,Visakhapatnam,13-08-2020,6,19-08-2020,9865,49200
12,Patna,20-08-2020,4,24-08-2020,10595,36000
12,Gwalior,03-09-2020,2,05-09-2020,1900,15000
12,Ranchi,24-09-2020,3,27-09-2020,301,38400
12,Bengaluru,29-10-2020,1,30-10-2020,2087,5800
12,Mopa,27-11-2020,7,04-12-2020,3429,59150
12,Bhubaneswar,10-12-2020,6,16-12-2020,7987,57600
12,Dabolim,07-01-2021,3,10-01-2021,403,20400
13,Itanagar,10-10-2019,3,13-10-2019,5635,19200
13,Jaipur,17-10-2019,7,24-10-2019,7246,78400
13,Hisar,24-10-2019,1,25-10-2019,9656,5100
13,Ranchi,31-10-2019,1,01-11-2019,227,6950
13,Surat,07-11-2019,7,14-11-2019,8404,44800
13,Ranchi,14-11-2019,7,21-11-2019,336,48300
13,Patna,28-11-2019,3,01-12-2019,10594,31500
13,Guwahati,09-01-2020,4,13-01-2020,2225,31800
13,Delhi NCR,16-01-2020,2,18-01-2020,5460,14000
13,Bhubaneswar,30-01-2020,4,03-02-2020,7902,75000
13,Khowai,19-03-2020,5,24-03-2020,1186,50500
13,Diu,09-04-2020,2,11-04-2020,8939,15800
13,Raipur,07-05-2020,4,11-05-2020,2754,39200
13,Guwahati,18-06-2020,7,25-06-2020,2317,89600
13,Delhi NCR,30-07-2020,3,02-08-2020,5484,22200
13,Vadodara,06-08-2020,5,11-08-2020,3840,22000
13,Shimla,29-10-2020,3,01-11-2020,9373,36300
13,Kolkata,05-11-2020,4,09-11-2020,6361,45200
13,Puducherry,26-11-2020,5,01-12-2020,2806,54500
13,Dehradun,24-12-2020,3,27-12-2020,5144,22200
13,Ranchi,07-01-2021,3,10-01-2021,217,26850
13,Hyderabad,28-01-2021,1,29-01-2021,948,8000
13,Nashik,08-04-2021,5,13-04-2021,3366,68000
13,Visakhapatnam,20-05-2021,5,25-05-2021,9827,34750
13,Ayodhya,27-05-2021,6,02-06-2021,7687,34200
13,Gangtok,03-06-2021,5,08-06-2021,6425,39250
13,Varanasi,17-06-2021,1,18-06-2021,5914,8700
13,Raigarh,29-07-2021,6,04-08-2021,4386,60000
13,Shimla,05-08-2021,3,08-08-2021,9217,26700
13,Coimbatore,12-08-2021,7,19-08-2021,80,32200
13,Visakhapatnam,26-08-2021,3,29-08-2021,9995,27900
13,Bhubaneswar,02-09-2021,2,04-09-2021,7861,24200
13,Bhubaneswar,09-09-2021,3,12-09-2021,7828,17700
13,Prayagraj,21-10-2021,6,27-10-2021,3698,61200
13,Itanagar,04-12-2021,7,11-12-2021,5702,131250
13,Patna,16-12-2021,6,22-12-2021,10532,49800
13,Prayagraj,30-12-2021,2,01-01-2022,3663,10100
13,Shimla,06-01-2022,6,12-01-2022,9392,42600
13,Srinagar,10-04-2022,7,17-04-2022,5305,61250
13,Shimla,12-05-2022,1,13-05-2022,9258,9600
13,Vadodara,19-05-2022,7,26-05-2022,3993,67200
13,Khowai,04-08-2022,5,09-08-2022,1185,53000
13,Pune,08-09-2022,5,13-09-2022,1500,37750
13,Delhi NCR,17-11-2022,1,18-11-2022,5405,9950
13,Bhopal,13-01-2022,4,17-01-2022,7120,21000
13,Ayodhya,22-12-2022,7,29-12-2022,7712,36400
13,Delhi NCR,12-01-2023,2,14-01-2023,5430,26900
13,Chandigarh,26-01-2023,2,28-01-2023,9127,14000
14,Kolkata,03-10-2019,2,05-10-2019,6369,21600
14,Pune,24-10-2019,1,25-10-2019,1422,17850
14,Pune,31-10-2019,4,04-11-2019,1545,40000
14,Thiruvananthapuram,21-11-2019,7,28-11-2019,8029,59150
14,Shimla,06-02-2020,3,09-02-2020,9350,46200
14,Surat,05-03-2020,3,08-03-2020,8484,21750
