travelCode,userCode,pickupLocation,dropoffLocation,carType,rentalAgency,pickupDateTime,dropoffDateTime,rentalDuration,price,totalDistance,fuelPolicy,bookingStatus
01dba74c-5d90-4dc0-84db-c6d7c8770159,5c65a56d-924a-486b-bab0-2d8c13973f4b,Lake Scott,Teresachester,Luxury,"Liu, Myers and Collins",2025-01-16 16:57:47,2025-01-17 16:57:47,1,282,352,Prepaid,Pending
c65a79b3-a2f5-4c6c-b34e-ddfcdc53ca09,2fe5119a-c642-4775-a695-73bcc5f62e6b,Cruzborough,Andrebury,Hatchback,Harper-Chandler,2025-01-15 13:28:57,2025-01-19 13:28:57,4,31,862,Full-to-Full,Confirmed
4e19f8b2-9d96-4c49-bbec-ca2b48d1327d,11762d0c-13f2-40ff-bdf5-315318b4d310,New Adamburgh,Timothyburgh,SUV,Brown-Jackson,2025-01-17 06:38:21,2025-01-18 06:38:21,1,178,553,Prepaid,Pending
e3f9e04a-4ac0-482d-aeb2-cee31be1e1b1,6ce80e6f-d5c3-4315-bc73-6875585f2d20,Caseyport,East Andrew,Luxury,Martin-Murphy,2025-01-15 04:24:46,2025-01-19 04:24:46,4,197,801,Prepaid,Pending
fd56505a-2460-4db8-b3a7-7a2fdb11dc8f,26b1be1e-2da3-4b9c-9e25-057be504d8ee,Markport,New Thomashaven,Sedan,Wilkinson PLC,2025-01-11 21:12:49,2025-01-13 21:12:49,2,177,293,Prepaid,Pending
c98d6de1-9600-48ee-b835-a913c3cb6d39,e0a41b72-07be-4381-bae7-0f5783e7c006,East Malik,Cainton,Hatchback,Williams LLC,2025-01-30 12:54:31,2025-02-02 12:54:31,3,176,787,Full-to-Full,Confirmed
3794fb17-2dec-4072-994d-a1ebe0a443ea,3858bb60-e19e-4a0f-aa80-bcd7014ffa1a,South Jay,East Thomasmouth,SUV,"Neal, Hamilton and Duke",2025-01-26 03:22:58,2025-01-29 03:22:58,3,176,56,Full-to-Full,Cancelled
eb99cfa0-e23d-439b-9599-ac7ae1748a16,7c3366a1-1a3a-4440-a8d8-29f4440afd9f,Lake James,South Mike,Luxury,Allen-Rodriguez,2025-01-23 06:07:02,2025-01-27 06:07:02,4,195,748,Full-to-Full,Pending
956b5241-20c5-4601-9f97-0a61255d46e5,3c502864-c068-4058-bcc4-8eada6b0c8e7,East Kristiland,Jonathanmouth,Sedan,Walter-Martinez,2025-01-11 21:42:41,2025-01-15 21:42:41,4,174,104,Prepaid,Cancelled
d075a81b-700d-488e-b9d1-d1bcd4fce334,1fb9448f-dcff-4ac4-8862-b723f5220f1a,Billyville,Harrisside,Luxury,Wilson-Contreras,2025-01-27 15:00:37,2025-01-28 15:00:37,1,273,451,Prepaid,Pending
de6ccea5-1d30-4f64-afc1-bd0aa00544b1,247ae0eb-33fe-4370-b452-eebf97eb1f64,West Catherineberg,Port Lindsey,SUV,"Perez, Williams and Oconnell",2025-01-28 01:59:36,2025-01-29 01:59:36,1,99,346,Full-to-Full,Confirmed
8df87ec0-3d6a-4518-ae83-7219c1ec6ed3,a219407d-ccf5-4fe3-a758-679c4cb5e09c,Port Christinahaven,Lake Kaylachester,Luxury,"Woodard, Thomas and Liu",2025-01-17 08:37:07,2025-01-19 08:37:07,2,64,310,Prepaid,Cancelled
1264e24b-eb7d-4c7f-9b18-439511efd836,60612407-b9db-4d34-a537-8af5e9526c7d,Lawsonberg,East Preston,Hatchback,Wilson and Sons,2025-01-20 05:33:43,2025-01-22 05:33:43,2,126,673,Full-to-Full,Cancelled
51717349-7dbb-4c0c-a220-f7f1729fb94d,c684955e-3c47-4d86-b887-799ad6c9bdbb,Hodgesberg,South Michael,SUV,Hall-Orr,2025-01-13 12:57:18,2025-01-15 12:57:18,2,45,339,Prepaid,Pending
c0e20563-7c30-4750-a81b-36c67513a5fd,dc48b370-8e72-4b81-86f1-75640825b9e2,North Craig,West Robert,SUV,Davidson-Tate,2025-01-29 20:02:00,2025-02-01 20:02:00,3,149,869,Prepaid,Cancelled
d8730107-d755-4c74-838f-45a07ab49837,a8b4476b-0e04-4c54-b297-65df9add4ef6,New Timothy,Port Jeromeberg,Hatchback,Miller-Valentine,2025-01-16 09:15:09,2025-01-19 09:15:09,3,113,860,Full-to-Full,Confirmed
e0a742e4-d27f-47c9-b150-d22b2ac4890a,804bf086-b19e-409a-b20b-b6be69912a17,Lake Omar,Hartberg,Luxury,"Cardenas, Johnson and Green",2025-01-31 12:41:42,2025-02-01 12:41:42,1,147,94,Full-to-Full,Confirmed
fcefab23-341b-4772-a280-174849bdc3fe,60894bb4-751b-4246-9d53-66402b9fc895,South Nathanielshire,East Hannah,Sedan,Stephens-Tate,2025-01-28 17:03:32,2025-02-01 17:03:32,4,237,790,Prepaid,Cancelled
21f467c3-9e59-4375-afb9-b96b1d08b4c2,cf40bfc4-71d5-4347-b1c7-d2e4f7380b91,North Gregoryshire,Jillianmouth,Sedan,Gibson Group,2025-01-20 23:33:14,2025-01-22 23:33:14,2,193,936,Prepaid,Pending
e71e583b-1210-4bdb-89e3-a789b538f849,ad1fd245-8b9e-495e-8f36-da65f05fa007,Lake Ericton,Andrewton,Hatchback,Henderson Group,2025-01-30 05:59:03,2025-01-31 05:59:03,1,206,695,Full-to-Full,Cancelled
16ecd3d7-88f5-4e99-ba4d-74cf396d6c8f,0d176dcd-77ab-43c3-a973-e9d7eb62e019,Port Ashleymouth,West Tara,SUV,Anderson and Sons,2025-01-06 13:00:20,2025-01-08 13:00:20,2,235,507,Full-to-Full,Cancelled
a378ea59-2d5a-4afb-b618-1ff4a493ef56,f8827661-bb45-4d85-a8c0-704b78fdcde5,North Danielle,Lake Teresaland,Sedan,"Campbell, Ortiz and Smith",2025-01-28 19:58:47,2025-01-30 19:58:47,2,47,623,Prepaid,Confirmed
8ae5671f-423f-4227-84b5-93c9c08c7af5,c6b99269-e5b6-4935-b597-6788da238339,Brandimouth,Dennisburgh,Sedan,Schneider Ltd,2025-01-08 13:47:26,2025-01-12 13:47:26,4,189,169,Full-to-Full,Pending
b232374d-1f9c-4c5d-8ef6-89a571288095,6cf53301-9d6c-4005-82ae-dd902e6af750,New Philip,Timothyburgh,Hatchback,"Collins, Davidson and Todd",2025-01-15 23:55:52,2025-01-19 23:55:52,4,221,295,Full-to-Full,Confirmed
262bd3ce-43fa-471e-bd34-4cf3a20ab8f5,d7a34a25-3e31-4f06-acee-caaec9b480e2,West David,Andersonland,Luxury,Scott-Zavala,2025-01-15 03:01:12,2025-01-17 03:01:12,2,111,237,Full-to-Full,Cancelled
0272ad7c-4ed3-4807-8a74-d9fadcda1196,f1c380ae-f56b-4cf3-8826-66956a2e60ee,Fergusonview,Bethmouth,Sedan,Rojas PLC,2025-01-24 04:07:09,2025-01-26 04:07:09,2,195,613,Full-to-Full,Cancelled
09fa8200-f03e-4fec-a4d0-85423f06b964,89ee7204-407e-4ab1-849f-ff404b7f61d0,Jamesfurt,Baileyberg,Hatchback,Young-James,2025-02-02 02:11:37,2025-02-05 02:11:37,3,129,607,Prepaid,Cancelled
45e9d261-92e1-4f64-bff0-b9f344e8345a,536c8a40-c13a-48f9-8806-dee2e4cc223c,Sierrashire,Tiffanyfort,SUV,Mendoza Ltd,2025-01-19 17:23:38,2025-01-22 17:23:38,3,224,224,Prepaid,Pending
7b72c6c9-7783-434f-bfa1-5fecb25fa02b,03a2fd3a-574c-4581-89eb-58a7db33b8c7,Rileyport,Kimberlychester,SUV,Bowen Inc,2025-01-14 23:13:30,2025-01-17 23:13:30,3,133,681,Prepaid,Pending
ac86b8c3-b996-476a-9936-e5853f5b3b36,68d926d1-6936-42b3-9254-a476a878c140,Briannaville,Roberttown,SUV,Alvarado-Murphy,2025-01-12 23:59:17,2025-01-16 23:59:17,4,150,395,Full-to-Full,Confirmed
b35c056b-9a41-415a-a2d9-8a22263781af,819740e6-e3e5-4303-a66d-c37826b60c41,Lucasshire,South Johnport,Luxury,Russo PLC,2025-01-19 09:07:32,2025-01-21 09:07:32,2,150,584,Prepaid,Pending
0fb4e1b0-23b7-4878-80df-0287f2f72fbb,e7af66d7-f99f-4e2d-9182-7fae05c225be,Bernardside,Lake Sheila,Luxury,Bender-Pearson,2025-01-25 14:33:09,2025-01-28 14:33:09,3,151,433,Prepaid,Pending
b0437d52-7a77-4047-ac9b-714a47c05b36,f3c0cb74-4418-4d86-b89d-64f3a59ef6a4,Port Karenland,Blackmouth,Hatchback,Hughes-Cervantes,2025-01-12 08:39:43,2025-01-14 08:39:43,2,128,83,Full-to-Full,Pending
dc2c438f-65ec-4d78-91f2-15c79937bb83,001175f2-cc4d-42e7-85d4-e4a529618db5,East Timothy,Lake Michelleland,Hatchback,"Moore, Oneill and Finley",2025-01-18 07:21:24,2025-01-21 07:21:24,3,139,721,Full-to-Full,Confirmed
46106ea3-1254-4ef6-a5a8-c7d103cb40ab,755b84b7-3a2b-484b-8645-4a3dca52144f,North Helen,Lake Tinabury,SUV,Webb-Williams,2025-01-12 00:47:28,2025-01-16 00:47:28,4,69,643,Full-to-Full,Pending
d02dee11-6adf-4cff-a833-eb887ea4a2b2,906fdbb7-cce2-4ed0-8ffd-3496693d181d,Fullerberg,East Moniqueport,Hatchback,"Lawson, Lopez and Lamb",2025-01-04 13:44:48,2025-01-07 13:44:48,3,56,511,Full-to-Full,Confirmed
111a6ef6-f3ee-45f6-ae9e-93eadef13fac,13a101bb-a00b-4a44-a119-2edd47ad41d8,New Fred,West Amandachester,Hatchback,Hogan Inc,2025-01-17 01:41:09,2025-01-18 01:41:09,1,164,546,Prepaid,Pending
e2347ee1-f4cd-4122-bb94-4cd1fff71f67,1447d97a-b2a8-4898-8e98-2e724ef30c29,Port Jason,Port Timothyton,Luxury,Lynch Ltd,2025-01-13 11:00:28,2025-01-16 11:00:28,3,33,339,Prepaid,Cancelled
7f966fbf-d36a-4c6d-9e82-aeaf2c1f06d3,f0ea6bf0-6837-4fb3-9d4c-f1fd5d322271,North Beth,Savannahview,Sedan,Brock PLC,2025-01-25 14:36:44,2025-01-26 14:36:44,1,101,271,Prepaid,Cancelled
b3a28dee-20f8-4da4-9c11-461e6bef9f93,c9fff75c-1143-445a-904b-dcb9d58a9d05,Port Brianna,Hernandezland,SUV,Perez PLC,2025-01-20 08:05:33,2025-01-21 08:05:33,1,153,825,Prepaid,Pending
7b800f57-ad14-476a-a907-26a17ecc15f7,4952dada-3d25-4d42-a383-cf468c7aa2d8,Waltonmouth,East Natalieburgh,Sedan,Carter Ltd,2025-01-13 07:08:47,2025-01-16 07:08:47,3,240,493,Prepaid,Cancelled
24a0867b-3e66-4299-ba22-7c4f268bf745,e3282c35-f3f7-48b4-81cc-1a9cc4d9cab3,Robertchester,Kimville,Luxury,"Miller, Salas and Burns",2025-01-14 04:08:53,2025-01-18 04:08:53,4,259,84,Prepaid,Pending
5c228026-6688-43c6-b1ec-8de2d2ff4e7c,e58be1d6-d5f7-41e7-adaa-598aa914132b,South Elizabethmouth,Lake Judy,Hatchback,"Torres, Mcknight and Ford",2025-01-21 23:02:21,2025-01-25 23:02:21,4,272,765,Prepaid,Pending
62dea701-8a79-4edb-aa02-c2147e0afbb4,7452c2a1-e252-4d40-a2b7-f4a19fb124d5,Taylorbury,North Rebecca,Luxury,"Cook, Cox and Bush",2025-01-27 16:44:52,2025-01-29 16:44:52,2,163,516,Full-to-Full,Pending
36fba5e1-2c50-4255-ba2c-a2f784c31bbd,4d9eca88-eba5-4531-8495-d7f71a9196a7,North Joshua,Foleymouth,SUV,"Edwards, Schwartz and Singleton",2025-01-17 16:23:47,2025-01-19 16:23:47,2,206,485,Full-to-Full,Cancelled
3d7cf799-8d19-4cd1-a38a-5ff4512779ca,a24611b2-e3ae-42bf-a3f4-ca4aa9dd92a1,Port Robert,Chandlermouth,Luxury,"Knight, Massey and Williams",2025-01-15 13:57:13,2025-01-17 13:57:13,2,41,231,Full-to-Full,Cancelled
2b949516-600f-46cd-a6f1-2eef06b0b47c,82228c9d-7724-4bad-8cd9-d35a812d7b7a,Freemanfurt,Lake Matthewmouth,Hatchback,Mcgee Ltd,2025-01-21 21:29:16,2025-01-23 21:29:16,2,118,391,Prepaid,Pending
86a73bb7-62d8-43cc-809d-2782504fa2fa,03020837-b9b6-4184-8b3b-949f0305e97d,Collinston,North Anachester,Hatchback,"Smith, Cooper and Howard",2025-01-03 16:40:46,2025-01-04 16:40:46,1,178,375,Full-to-Full,Cancelled
34a9a884-264b-4a7e-b015-663d7e0356c8,5dc90cad-88a4-4b93-92bb-e3be7e95ab12,Jamesmouth,West Christianville,SUV,Smith-Webb,2025-01-20 03:20:34,2025-01-23 03:20:34,3,147,573,Prepaid,Confirmed
672fbfa4-82f8-46c3-b070-1e041f0b21d7,8ab76719-9c8d-4db1-a52c-a97faf46b3f8,East Kelly,Baileybury,SUV,Powell-Crawford,2025-01-10 21:52:08,2025-01-11 21:52:08,1,157,519,Prepaid,Pending
9dd73003-0c5c-4eeb-aaf6-70167c0e32d3,d6c2a1aa-222f-4873-9568-c9f9a825c4f7,Lake Tricia,South Lisatown,SUV,Wright-Sanchez,2025-01-08 11:33:20,2025-01-11 11:33:20,3,257,849,Prepaid,Cancelled
224943d3-7afe-4584-815a-262b5f711159,7f2b6815-380f-492b-904f-510f9a2bb73c,New Thomas,Hudsontown,Luxury,Ibarra LLC,2025-01-14 05:50:36,2025-01-15 05:50:36,1,292,229,Full-to-Full,Confirmed
aeeb1787-e022-4223-ba65-d085a171bcc5,e0742182-73e2-4690-8b3d-4dc3ce13a5db,Gentryport,Williamland,Hatchback,Liu PLC,2025-01-13 16:21:38,2025-01-16 16:21:38,3,144,515,Prepaid,Confirmed
