travelCode,userCode,hotelName,location,roomType,checkInDate,checkOutDate,totalNights,numGuests,pricePerNight,totalCost,bookingStatus,paymentStatus
30745fc1-b732-4c05-b4e9-552c2359cf4e,0fb786ad-09bd-4d8d-b5bc-737b4f085530,Figueroa-Porter,Ambertown,Deluxe,2025-01-01 02:57:44,2025-01-02 02:57:44,1,2,463,1359,Confirmed,Paid
3d6b5957-699a-4f01-b347-9aca7132f1eb,eed0f104-70b6-421f-9ca8-90055ddf1ce0,"Silva, Rodriguez and Wright",Barbaraberg,Standard,2025-01-15 09:10:41,2025-01-20 09:10:41,5,1,405,1603,Confirmed,Paid
f20342ac-2f95-4441-bc91-63d61695fa7e,2d5f58ff-170e-4524-9868-e0249bd9d4a0,"Dawson, Lawrence and Buchanan",Port Rebeccafort,Deluxe,2025-01-30 04:16:48,2025-02-03 04:16:48,4,3,290,551,Confirmed,Paid
8d0137ae-e225-4e8a-8b16-54aea1003cf7,3cfbe1fc-94d0-410f-b105-b78e7d7815ba,"Brown, Wilkins and Ross",South Lee,Deluxe,2025-01-03 16:43:34,2025-01-06 16:43:34,3,3,377,1064,Confirmed,Paid
bce61c86-ea80-48de-86f1-b387183eba68,3998acc1-f200-434b-a91e-2be409c24878,Mckinney and Sons,Mathisfort,Suite,2025-01-18 08:48:09,2025-01-24 08:48:09,6,3,477,837,Confirmed,Paid
2ce731ab-1d61-4bce-ab5c-a4265b769252,d7e8ca63-57bc-4ed9-951a-016a28146c0a,Wright-Montoya,Dickersonbury,Deluxe,2025-01-12 16:02:20,2025-01-18 16:02:20,6,3,341,422,Confirmed,Paid
36461e99-9b5e-499b-b3bd-336a59f28924,01cdcad0-6029-4203-9bf0-f241d2c1bff8,Drake-Mcdonald,Lutzmouth,Standard,2025-01-21 21:08:54,2025-01-22 21:08:54,1,3,152,1600,Confirmed,Paid
f0aaf5a7-50da-4adf-bb48-c6e8e9b051b5,785aadca-75a1-4070-8332-ada205a7c01c,"Garcia, Miller and Brown",Lake Melissaton,Deluxe,2025-01-26 12:53:57,2025-01-27 12:53:57,1,1,435,1957,Confirmed,Paid
7a54859f-2af8-4274-90a8-302c83c8d6da,89eb3f4d-e2b9-489c-9bab-b24416ca27a5,"Hogan, Huff and Martin",Michaelport,Standard,2025-01-10 22:31:36,2025-01-12 22:31:36,2,3,385,615,Confirmed,Paid
4360624a-cf03-4388-8691-e14fdc259e86,624eda13-1fc7-4e70-993c-0628b560d06e,Williams-Campbell,Jefferychester,Standard,2025-01-02 07:07:14,2025-01-04 07:07:14,2,2,56,1243,Confirmed,Paid
007b47cc-3085-4768-89c5-45c16037bead,b40caa13-06fc-4ede-b637-b93cde7349d1,Cruz-Hart,Justinland,Standard,2025-01-03 20:19:18,2025-01-04 20:19:18,1,2,451,1014,Confirmed,Paid
363b55af-eca6-4434-a019-1bb3e8102d65,35e799c0-bfab-43c1-973e-ff5e11d563b8,Harrell PLC,West Adammouth,Deluxe,2025-01-30 17:38:55,2025-02-01 17:38:55,2,2,271,1746,Confirmed,Paid
cc9ee0a9-7722-48a7-b2f0-53bc8cbe2b6f,7a965036-5da3-4a19-8dcf-cf1880ad81c6,Alvarado PLC,South Gary,Suite,2025-01-05 18:04:53,2025-01-07 18:04:53,2,2,442,710,Confirmed,Paid
32831ba8-cc23-448c-948f-327a62a9ad35,da5af846-9554-4ae6-887e-9b5028ce7d38,"Allen, Valdez and Anderson",Martinezborough,Suite,2025-01-19 12:19:17,2025-01-23 12:19:17,4,3,147,1367,Confirmed,Paid
0685470d-199e-4c07-a6cb-7fff44bc15df,0d9f0189-bbfb-4bd1-865f-6437044fbd6a,Hoffman-Cowan,West Rebeccaburgh,Standard,2025-01-23 18:29:48,2025-01-26 18:29:48,3,3,344,681,Confirmed,Paid
d45d9c23-e52f-432b-91c6-090d8e0685f6,e33d4f4c-6c12-4147-b701-585da7bf1652,"Mckinney, Henderson and Duarte",Port Jessica,Standard,2025-01-12 19:30:33,2025-01-16 19:30:33,4,1,476,666,Confirmed,Paid
25fca09e-9436-4568-8225-84fa98ddfb2e,3726523b-4c88-47f3-9e36-d996522c7933,Little Group,Port Richard,Deluxe,2025-01-13 07:59:17,2025-01-16 07:59:17,3,3,476,1828,Confirmed,Paid
9363efaf-c028-4ef9-89b1-525b4873f0ed,b7683ac8-efeb-4936-82a9-50871960aa51,Flynn LLC,Port Josephside,Deluxe,2025-01-18 21:46:41,2025-01-24 21:46:41,6,1,436,1408,Confirmed,Paid
6f61563f-dbfa-4df1-b487-f54150aa9374,abc7f0f5-8a89-489a-b7c8-242fd6eccb73,Chapman LLC,Brianfurt,Suite,2025-01-04 19:44:25,2025-01-10 19:44:25,6,3,235,1041,Confirmed,Paid
be2c6188-5664-47e5-b619-7e49d624a169,2b8e45e6-77c3-4888-9447-f008c3dac441,Brown-Burgess,Lake Michael,Deluxe,2025-01-14 21:21:23,2025-01-20 21:21:23,6,1,294,210,Confirmed,Paid
81181782-d060-4ccc-92c7-a3f4ac7eda61,a7244bd0-be3b-4b1d-ba4b-aa1d544b16fe,"Hall, Anderson and Werner",Marioview,Standard,2025-01-26 00:18:01,2025-01-30 00:18:01,4,2,209,1289,Confirmed,Paid
d5d8f6a1-fb25-423d-b3f0-e3dce7385de0,2de45fce-44eb-4c1f-9793-381ef1a13cb2,Gomez-Perez,East Marymouth,Deluxe,2025-01-27 18:27:31,2025-01-29 18:27:31,2,2,61,613,Confirmed,Paid
a25a39a0-54a1-4a37-91f4-9d689f54b459,956bfe04-2aa4-4a16-ba8a-a0c5643f7401,Wheeler-Sullivan,Hernandezland,Standard,2025-01-04 17:57:18,2025-01-10 17:57:18,6,1,137,598,Confirmed,Paid
a2942b82-89ab-4009-86fc-e6f407947366,b7bbf8e1-fa72-482d-a6c0-3ba3b1c12f49,Dawson Inc,West Monicastad,Suite,2025-01-30 03:34:51,2025-01-31 03:34:51,1,2,422,1766,Confirmed,Paid
ac578201-acab-4936-9ba1-d3a55b19de1c,e2aa3e15-c790-452e-aa6d-3409fac08508,"Brooks, Clark and Morgan",Lake Jeffrey,Suite,2025-01-24 13:44:58,2025-01-25 13:44:58,1,1,94,1754,Confirmed,Paid
9a68ecf2-dbe8-4941-a30b-6893f9f0d94d,4cac8fbd-afd0-4453-85ff-ce3643ecc840,"Ward, Williams and Byrd",Michaelchester,Standard,2025-01-19 23:09:45,2025-01-21 23:09:45,2,3,493,813,Confirmed,Paid
a1060f62-743b-4f57-ab96-386c27d46ac4,399f1757-3450-4d3d-a0bc-abedcc463a19,Morris-Burton,Humphreyburgh,Standard,2025-01-24 02:06:26,2025-01-25 02:06:26,1,3,274,803,Confirmed,Paid
5a5416a7-9098-427e-aeaa-75ae0345014b,08a8abd4-1219-4467-84aa-b3248a0fe1a4,Davies Group,West Laura,Suite,2025-01-28 01:15:22,2025-02-03 01:15:22,6,1,270,1446,Confirmed,Paid
620e90b7-58a1-47f3-8304-e3ab3a164792,42d4f486-b6ef-4dd3-b2f6-5f66e96113ec,Stark-Brown,Rayfurt,Deluxe,2025-01-22 13:28:27,2025-01-24 13:28:27,2,2,68,1034,Confirmed,Paid
021021a7-720a-4d7e-870a-01cef67c132a,38213e64-f786-413f-a741-e7b4f5991b33,"Scott, Taylor and Wolfe",Markport,Suite,2025-01-27 08:23:36,2025-02-01 08:23:36,5,1,210,595,Confirmed,Paid
707ce1ad-cff5-4885-b218-cbe10a90f7cd,eec73934-a394-45b3-a7d8-4dc761ca11d5,"Christensen, Freeman and Banks",East David,Suite,2025-01-11 11:44:25,2025-01-15 11:44:25,4,2,402,1477,Confirmed,Paid
8438188e-4710-4d0a-8894-62c1a9b57da4,d0aea422-0a97-4322-aafb-a3afc08e240a,Flores-Johnson,Sawyerview,Standard,2025-01-29 20:09:36,2025-02-02 20:09:36,4,2,86,791,Confirmed,Paid
48cec4a9-0438-4d25-b02b-315e40cc09c1,ab3e75d7-0a05-4c01-84da-709fce9f56ba,"Cruz, Carlson and Owens",New Lindaborough,Deluxe,2025-01-21 10:45:13,2025-01-24 10:45:13,3,3,234,1410,Confirmed,Paid
08aa0f00-ab97-4a5f-b00c-6fe91674a3b5,45c6b17c-5de0-4d4b-bee0-8c69c48d4638,"Butler, Cummings and Ramirez",East Brian,Standard,2025-01-09 21:15:06,2025-01-12 21:15:06,3,3,478,839,Confirmed,Paid
9904dd80-272d-47ae-b13a-fce1707323e8,094b7d38-4ba6-40b5-9c6e-2b41f5a35ad5,Williams-Jones,East Jamesfurt,Deluxe,2025-01-06 16:11:35,2025-01-10 16:11:35,4,3,334,960,Confirmed,Paid
2753742f-a467-400f-9d30-d28419fc11db,a50db2e3-1bc9-460b-b1af-84c822869547,Gilbert-Santiago,Williamborough,Suite,2025-01-07 11:19:09,2025-01-10 11:19:09,3,2,308,1088,Confirmed,Paid
c1c33cc5-b66d-430d-a1a0-d14860e88eb0,5da07858-b636-4347-9494-248473f51158,Garcia and Sons,Port Aaron,Standard,2025-01-04 23:45:24,2025-01-10 23:45:24,6,2,432,1506,Confirmed,Paid
59bea066-ff57-448e-a1f9-2f82dcab5db9,52cbda5a-2ea5-41ea-ba7a-3aa6f8dbe54d,"Perez, Tran and Mccarthy",Jodiview,Suite,2025-01-06 00:42:12,2025-01-11 00:42:12,5,1,359,1520,Confirmed,Paid
01dba74c-5d90-4dc0-84db-c6d7c8770159,5c65a56d-924a-486b-bab0-2d8c13973f4b,Sawyer PLC,Lake Scott,Deluxe,2025-01-11 16:57:47,2025-01-16 16:57:47,5,1,453,1870,Confirmed,Paid
c65a79b3-a2f5-4c6c-b34e-ddfcdc53ca09,2fe5119a-c642-4775-a695-73bcc5f62e6b,Bonilla-Miller,Cruzborough,Standard,2025-01-13 13:28:57,2025-01-15 13:28:57,2,3,478,1533,Confirmed,Paid
4e19f8b2-9d96-4c49-bbec-ca2b48d1327d,11762d0c-13f2-40ff-bdf5-315318b4d310,Newman-Baker,New Adamburgh,Standard,2025-01-13 06:38:21,2025-01-17 06:38:21,4,2,112,1958,Confirmed,Paid
e3f9e04a-4ac0-482d-aeb2-cee31be1e1b1,6ce80e6f-d5c3-4315-bc73-6875585f2d20,Ford PLC,Caseyport,Standard,2025-01-14 04:24:46,2025-01-15 04:24:46,1,3,138,515,Confirmed,Paid
fd56505a-2460-4db8-b3a7-7a2fdb11dc8f,26b1be1e-2da3-4b9c-9e25-057be504d8ee,Mckay-Jackson,Markport,Deluxe,2025-01-09 21:12:49,2025-01-11 21:12:49,2,1,203,1923,Confirmed,Paid
c98d6de1-9600-48ee-b835-a913c3cb6d39,e0a41b72-07be-4381-bae7-0f5783e7c006,"Barton, Holmes and Kim",East Malik,Deluxe,2025-01-26 12:54:31,2025-01-30 12:54:31,4,1,374,626,Confirmed,Paid
3794fb17-2dec-4072-994d-a1ebe0a443ea,3858bb60-e19e-4a0f-aa80-bcd7014ffa1a,Shepherd Group,South Jay,Standard,2025-01-23 03:22:58,2025-01-26 03:22:58,3,1,473,693,Confirmed,Paid
eb99cfa0-e23d-439b-9599-ac7ae1748a16,7c3366a1-1a3a-4440-a8d8-29f4440afd9f,"Donovan, Barnes and Hayes",Lake James,Suite,2025-01-17 06:07:02,2025-01-23 06:07:02,6,2,151,1323,Confirmed,Paid
956b5241-20c5-4601-9f97-0a61255d46e5,3c502864-c068-4058-bcc4-8eada6b0c8e7,"Bell, Watson and Dean",East Kristiland,Standard,2025-01-06 21:42:41,2025-01-11 21:42:41,5,1,261,1749,Confirmed,Paid
d075a81b-700d-488e-b9d1-d1bcd4fce334,1fb9448f-dcff-4ac4-8862-b723f5220f1a,"Adams, Duncan and Elliott",Billyville,Suite,2025-01-22 15:00:37,2025-01-27 15:00:37,5,1,436,968,Confirmed,Paid
de6ccea5-1d30-4f64-afc1-bd0aa00544b1,247ae0eb-33fe-4370-b452-eebf97eb1f64,Hansen Ltd,West Catherineberg,Standard,2025-01-22 01:59:36,2025-01-28 01:59:36,6,3,343,1086,Confirmed,Paid
8df87ec0-3d6a-4518-ae83-7219c1ec6ed3,a219407d-ccf5-4fe3-a758-679c4cb5e09c,Jones-Reed,Port Christinahaven,Deluxe,2025-01-14 08:37:07,2025-01-17 08:37:07,3,2,174,1028,Confirmed,Paid
1264e24b-eb7d-4c7f-9b18-439511efd836,60612407-b9db-4d34-a537-8af5e9526c7d,Jones Inc,Lawsonberg,Standard,2025-01-17 05:33:43,2025-01-20 05:33:43,3,3,69,536,Confirmed,Paid
51717349-7dbb-4c0c-a220-f7f1729fb94d,c684955e-3c47-4d86-b887-799ad6c9bdbb,"Best, Ballard and Jones",Hodgesberg,Deluxe,2025-01-09 12:57:18,2025-01-13 12:57:18,4,3,300,1154,Confirmed,Paid
c0e20563-7c30-4750-a81b-36c67513a5fd,dc48b370-8e72-4b81-86f1-75640825b9e2,"Jordan, Mcdonald and James",North Craig,Standard,2025-01-27 20:02:00,2025-01-29 20:02:00,2,3,204,473,Confirmed,Paid
d8730107-d755-4c74-838f-45a07ab49837,a8b4476b-0e04-4c54-b297-65df9add4ef6,Burnett-Maxwell,New Timothy,Deluxe,2025-01-12 09:15:09,2025-01-16 09:15:09,4,2,460,1061,Confirmed,Paid
e0a742e4-d27f-47c9-b150-d22b2ac4890a,804bf086-b19e-409a-b20b-b6be69912a17,Green-Gould,Lake Omar,Deluxe,2025-01-30 12:41:42,2025-01-31 12:41:42,1,1,458,782,Confirmed,Paid
fcefab23-341b-4772-a280-174849bdc3fe,60894bb4-751b-4246-9d53-66402b9fc895,West-Martinez,South Nathanielshire,Deluxe,2025-01-24 17:03:32,2025-01-28 17:03:32,4,1,406,405,Confirmed,Paid
21f467c3-9e59-4375-afb9-b96b1d08b4c2,cf40bfc4-71d5-4347-b1c7-d2e4f7380b91,"Hayes, Hall and Roberts",North Gregoryshire,Standard,2025-01-19 23:33:14,2025-01-20 23:33:14,1,3,449,1316,Confirmed,Paid
e71e583b-1210-4bdb-89e3-a789b538f849,ad1fd245-8b9e-495e-8f36-da65f05fa007,Johnson Ltd,Lake Ericton,Standard,2025-01-27 05:59:03,2025-01-30 05:59:03,3,3,175,1112,Confirmed,Paid
16ecd3d7-88f5-4e99-ba4d-74cf396d6c8f,0d176dcd-77ab-43c3-a973-e9d7eb62e019,Nelson LLC,Port Ashleymouth,Deluxe,2025-01-05 13:00:20,2025-01-06 13:00:20,1,3,453,1829,Confirmed,Paid
a378ea59-2d5a-4afb-b618-1ff4a493ef56,f8827661-bb45-4d85-a8c0-704b78fdcde5,"Middleton, Jensen and Camacho",North Danielle,Suite,2025-01-27 19:58:47,2025-01-28 19:58:47,1,1,111,875,Confirmed,Paid
8ae5671f-423f-4227-84b5-93c9c08c7af5,c6b99269-e5b6-4935-b597-6788da238339,Strong and Sons,Brandimouth,Suite,2025-01-07 13:47:26,2025-01-08 13:47:26,1,1,491,713,Confirmed,Paid
b232374d-1f9c-4c5d-8ef6-89a571288095,6cf53301-9d6c-4005-82ae-dd902e6af750,Ryan Ltd,New Philip,Deluxe,2025-01-10 23:55:52,2025-01-15 23:55:52,5,1,283,1574,Confirmed,Paid
262bd3ce-43fa-471e-bd34-4cf3a20ab8f5,d7a34a25-3e31-4f06-acee-caaec9b480e2,"Green, Hoover and Wilson",West David,Suite,2025-01-12 03:01:12,2025-01-15 03:01:12,3,3,71,651,Confirmed,Paid
0272ad7c-4ed3-4807-8a74-d9fadcda1196,f1c380ae-f56b-4cf3-8826-66956a2e60ee,Hanna PLC,Fergusonview,Suite,2025-01-22 04:07:09,2025-01-24 04:07:09,2,1,397,1484,Confirmed,Paid
09fa8200-f03e-4fec-a4d0-85423f06b964,89ee7204-407e-4ab1-849f-ff404b7f61d0,Benjamin PLC,Jamesfurt,Suite,2025-01-28 02:11:37,2025-02-02 02:11:37,5,2,196,191,Confirmed,Paid
45e9d261-92e1-4f64-bff0-b9f344e8345a,536c8a40-c13a-48f9-8806-dee2e4cc223c,"Schneider, Wright and Cruz",Sierrashire,Deluxe,2025-01-14 17:23:38,2025-01-19 17:23:38,5,2,384,667,Confirmed,Paid
7b72c6c9-7783-434f-bfa1-5fecb25fa02b,03a2fd3a-574c-4581-89eb-58a7db33b8c7,Pratt-Williams,Rileyport,Deluxe,2025-01-09 23:13:30,2025-01-14 23:13:30,5,2,214,475,Confirmed,Paid
ac86b8c3-b996-476a-9936-e5853f5b3b36,68d926d1-6936-42b3-9254-a476a878c140,Salinas-Solomon,Briannaville,Deluxe,2025-01-11 23:59:17,2025-01-12 23:59:17,1,2,406,677,Confirmed,Paid
b35c056b-9a41-415a-a2d9-8a22263781af,819740e6-e3e5-4303-a66d-c37826b60c41,Cummings and Sons,Lucasshire,Suite,2025-01-16 09:07:32,2025-01-19 09:07:32,3,2,94,120,Confirmed,Paid
0fb4e1b0-23b7-4878-80df-0287f2f72fbb,e7af66d7-f99f-4e2d-9182-7fae05c225be,Robinson and Sons,Bernardside,Standard,2025-01-19 14:33:09,2025-01-25 14:33:09,6,3,487,514,Confirmed,Paid
b0437d52-7a77-4047-ac9b-714a47c05b36,f3c0cb74-4418-4d86-b89d-64f3a59ef6a4,Sanchez-Porter,Port Karenland,Suite,2025-01-06 08:39:43,2025-01-12 08:39:43,6,1,156,1892,Confirmed,Paid
dc2c438f-65ec-4d78-91f2-15c79937bb83,001175f2-cc4d-42e7-85d4-e4a529618db5,"Pugh, Whitney and Matthews",East Timothy,Standard,2025-01-16 07:21:24,2025-01-18 07:21:24,2,1,256,1580,Confirmed,Paid
46106ea3-1254-4ef6-a5a8-c7d103cb40ab,755b84b7-3a2b-484b-8645-4a3dca52144f,Brown LLC,North Helen,Suite,2025-01-08 00:47:28,2025-01-12 00:47:28,4,1,126,671,Confirmed,Paid
d02dee11-6adf-4cff-a833-eb887ea4a2b2,906fdbb7-cce2-4ed0-8ffd-3496693d181d,Johnson Group,Fullerberg,Standard,2025-01-02 13:44:48,2025-01-04 13:44:48,2,1,429,1872,Confirmed,Paid
111a6ef6-f3ee-45f6-ae9e-93eadef13fac,13a101bb-a00b-4a44-a119-2edd47ad41d8,"Martin, Patrick and Ochoa",New Fred,Suite,2025-01-11 01:41:09,2025-01-17 01:41:09,6,1,178,1867,Confirmed,Paid
e2347ee1-f4cd-4122-bb94-4cd1fff71f67,1447d97a-b2a8-4898-8e98-2e724ef30c29,Maxwell-Shaw,Port Jason,Suite,2025-01-10 11:00:28,2025-01-13 11:00:28,3,3,222,1009,Confirmed,Paid
7f966fbf-d36a-4c6d-9e82-aeaf2c1f06d3,f0ea6bf0-6837-4fb3-9d4c-f1fd5d322271,Frank-Diaz,North Beth,Suite,2025-01-23 14:36:44,2025-01-25 14:36:44,2,3,216,698,Confirmed,Paid
b3a28dee-20f8-4da4-9c11-461e6bef9f93,c9fff75c-1143-445a-904b-dcb9d58a9d05,Newman-Schmitt,Port Brianna,Suite,2025-01-18 08:05:33,2025-01-20 08:05:33,2,1,112,252,Confirmed,Paid
7b800f57-ad14-476a-a907-26a17ecc15f7,4952dada-3d25-4d42-a383-cf468c7aa2d8,Long and Sons,Waltonmouth,Suite,2025-01-08 07:08:47,2025-01-13 07:08:47,5,1,293,934,Confirmed,Paid
24a0867b-3e66-4299-ba22-7c4f268bf745,e3282c35-f3f7-48b4-81cc-1a9cc4d9cab3,"Martin, Gonzalez and Hernandez",Robertchester,Suite,2025-01-11 04:08:53,2025-01-14 04:08:53,3,2,454,582,Confirmed,Paid
5c228026-6688-43c6-b1ec-8de2d2ff4e7c,e58be1d6-d5f7-41e7-adaa-598aa914132b,Jenkins-Cox,South Elizabethmouth,Standard,2025-01-19 23:02:21,2025-01-21 23:02:21,2,1,164,1997,Confirmed,Paid
62dea701-8a79-4edb-aa02-c2147e0afbb4,7452c2a1-e252-4d40-a2b7-f4a19fb124d5,Mendez Inc,Taylorbury,Suite,2025-01-26 16:44:52,2025-01-27 16:44:52,1,3,50,1262,Confirmed,Paid
36fba5e1-2c50-4255-ba2c-a2f784c31bbd,4d9eca88-eba5-4531-8495-d7f71a9196a7,"Schroeder, Maldonado and Griffin",North Joshua,Standard,2025-01-14 16:23:47,2025-01-17 16:23:47,3,1,473,116,Confirmed,Paid
3d7cf799-8d19-4cd1-a38a-5ff4512779ca,a24611b2-e3ae-42bf-a3f4-ca4aa9dd92a1,French-Farrell,Port Robert,Standard,2025-01-09 13:57:13,2025-01-15 13:57:13,6,3,473,1994,Confirmed,Paid
2b949516-600f-46cd-a6f1-2eef06b0b47c,82228c9d-7724-4bad-8cd9-d35a812d7b7a,Baker-Jones,Freemanfurt,Suite,2025-01-18 21:29:16,2025-01-21 21:29:16,3,2,452,898,Confirmed,Paid
86a73bb7-62d8-43cc-809d-2782504fa2fa,03020837-b9b6-4184-8b3b-949f0305e97d,Diaz LLC,Collinston,Suite,2025-01-01 16:40:46,2025-01-03 16:40:46,2,2,186,1872,Confirmed,Paid
34a9a884-264b-4a7e-b015-663d7e0356c8,5dc90cad-88a4-4b93-92bb-e3be7e95ab12,"Lee, Harmon and Cochran",Jamesmouth,Deluxe,2025-01-19 03:20:34,2025-01-20 03:20:34,1,2,402,1233,Confirmed,Paid
672fbfa4-82f8-46c3-b070-1e041f0b21d7,8ab76719-9c8d-4db1-a52c-a97faf46b3f8,"Hanson, Schmidt and Shelton",East Kelly,Deluxe,2025-01-04 21:52:08,2025-01-10 21:52:08,6,2,464,1300,Confirmed,Paid
9dd73003-0c5c-4eeb-aaf6-70167c0e32d3,d6c2a1aa-222f-4873-9568-c9f9a825c4f7,Patton-Jones,Lake Tricia,Standard,2025-01-06 11:33:20,2025-01-08 11:33:20,2,2,427,257,Confirmed,Paid
224943d3-7afe-4584-815a-262b5f711159,7f2b6815-380f-492b-904f-510f9a2bb73c,"Huffman, Foley and Hamilton",New Thomas,Deluxe,2025-01-13 05:50:36,2025-01-14 05:50:36,1,1,491,709,Confirmed,Paid
aeeb1787-e022-4223-ba65-d085a171bcc5,e0742182-73e2-4690-8b3d-4dc3ce13a5db,"Mitchell, White and Flores",Gentryport,Standard,2025-01-09 16:21:38,2025-01-13 16:21:38,4,3,135,536,Confirmed,Paid
a2670937-831d-4d6b-80a4-3096e05fb18b,604489c9-bd59-440f-afe6-153e392b0245,Torres LLC,Fordhaven,Deluxe,2025-01-15 22:26:07,2025-01-20 22:26:07,5,3,469,1471,Confirmed,Paid
43ee19e7-b7c6-4807-87a6-77ffcfdcf924,858c768e-5e73-48d9-8188-30408cdb2080,Mills-Baker,Barronbury,Standard,2025-01-01 02:32:43,2025-01-06 02:32:43,5,3,77,1561,Confirmed,Paid
e826a921-a703-48c0-beb6-d1a7cb9b1943,a14d3402-0090-49ee-be6f-8c4b3e3a8272,"Harper, Wilson and Marshall",Pooleborough,Suite,2025-01-03 07:40:40,2025-01-08 07:40:40,5,2,380,1745,Confirmed,Paid
28294456-cecb-4a47-a2f5-c21119acfd11,717e088c-9535-4f21-8064-93805ac24e73,Nichols-Perez,Connieview,Deluxe,2025-01-16 13:07:13,2025-01-20 13:07:13,4,1,383,1017,Confirmed,Paid
271060ef-fcf1-462a-8876-33ef1f516354,4e8208aa-fda5-4d3c-a643-6f315f615cc4,Khan Ltd,Port Deannatown,Standard,2025-01-01 14:28:47,2025-01-04 14:28:47,3,3,348,817,Confirmed,Paid
aa1ee50f-0fa0-4bbe-8a25-43cfdd5f788b,978659f9-41a4-4d26-ae3d-a56509f35304,Anderson-Gutierrez,Pughfurt,Deluxe,2025-01-08 17:06:03,2025-01-09 17:06:03,1,3,495,1014,Confirmed,Paid
