User_ID,travelCode,Hotel_Name,Arrival_place,Hotel_stay,Hotel_per_day_price,Check-in,Hotel_TotalPrice
2,122,Aurora Bliss Hotel,Florianopolis (SC),4,313.02,04/02/2020,1252.08
2,124,Azure Waves Resort,Aracaju (SE),3,208.04,04/16/2020,624.12
2,125,Evergreen Lodge,Campo Grande (MS),2,60.39,04/23/2020,120.78
2,135,Skyline Suites,Rio de Janeiro (RJ),1,165.99,07/02/2020,165.99
2,137,The Sapphire Retreat,Florianopolis (SC),3,313.02,07/16/2020,939.06
2,150,Velvet Sunset Inn,Aracaju (SE),2,208.04,10/15/2020,416.08
2,153,Evergreen Lodge,Campo Grande (MS),4,60.39,11/05/2020,241.56
2,156,Tranquil Meadows Hotel,Brasilia (DF),2,247.62,11/26/2020,495.24
2,160,Summit Heights Hotel,Campo Grande (MS),2,60.39,12/24/2020,120.78
2,165,Royal Orchid,Natal (RN),3,242.88,01/28/2021,728.64
2,177,Regal Heights Hotel,Aracaju (SE),2,208.04,04/22/2021,416.08
2,180,Summit Heights Hotel,Campo Grande (MS),3,60.39,05/13/2021,181.17
2,187,Azure Waves Resort,Aracaju (SE),3,208.04,07/01/2021,624.12
2,188,Harbor View Hotel,Sao Paulo (SP),2,139.1,07/08/2021,278.2
2,189,Grand Palace Hotel,Salvador (BH),4,263.41,07/15/2021,1053.64
2,192,Horizon Cliff Hotel,Florianopolis (SC),4,313.02,08/05/2021,1252.08
2,197,The Sapphire Retreat,Florianopolis (SC),3,313.02,09/09/2021,939.06
2,201,Aurora Bliss Hotel,Florianopolis (SC),2,313.02,10/07/2021,626.04
2,205,Mountain Lodge,Rio de Janeiro (RJ),2,165.99,11/04/2021,331.98
2,211,Regal Heights Hotel,Aracaju (SE),3,208.04,12/16/2021,624.12
2,213,Sunset Resort,Salvador (BH),3,263.41,12/30/2021,790.23
2,214,Crystal Cove Resort,Recife (PE),1,312.83,01/06/2022,312.83
2,219,The Sapphire Retreat,Florianopolis (SC),2,313.02,02/10/2022,626.04
2,221,Oceanview Inn,Salvador (BH),1,263.41,02/24/2022,263.41
2,224,Starlight Inn,Brasilia (DF),3,247.62,03/17/2022,742.86
2,225,Royal Orchid,Natal (RN),4,242.88,03/24/2022,971.52
3,233,Horizon Cliff Hotel,Florianopolis (SC),2,313.02,11/14/2019,626.04
3,235,The Sapphire Retreat,Florianopolis (SC),3,313.02,11/28/2019,939.06
3,238,The Sapphire Retreat,Florianopolis (SC),2,313.02,12/19/2019,626.04
3,239,Horizon Cliff Hotel,Florianopolis (SC),2,313.02,12/26/2019,626.04
3,240,The Grand Horizon,Brasilia (DF),4,247.62,01/02/2020,990.48
3,241,The Sapphire Retreat,Florianopolis (SC),1,313.02,01/09/2020,313.02
3,243,Skyline Suites,Rio de Janeiro (RJ),1,165.99,01/23/2020,165.99
3,244,Crystal Cove Resort,Recife (PE),4,312.83,01/30/2020,1251.32
3,246,Crystal Cove Resort,Recife (PE),2,312.83,02/13/2020,625.66
3,248,Summit Heights Hotel,Campo Grande (MS),2,60.39,02/27/2020,120.78
3,255,Horizon Cliff Hotel,Florianopolis (SC),1,313.02,04/16/2020,313.02
3,259,Royal Orchid,Natal (RN),2,242.88,05/14/2020,485.76
3,263,Evergreen Lodge,Campo Grande (MS),3,60.39,06/11/2020,181.17
3,269,Golden Sands Hotel,Rio de Janeiro (RJ),2,165.99,07/23/2020,331.98
3,275,Royal Orchid,Natal (RN),2,242.88,09/03/2020,485.76
3,279,Royal Orchid,Natal (RN),1,242.88,10/01/2020,242.88
3,283,The Majestic Tower,Sao Paulo (SP),1,139.1,10/29/2020,139.1
3,287,Lakeside Manor,Recife (PE),1,312.83,11/26/2020,312.83
3,290,Evergreen Lodge,Campo Grande (MS),1,60.39,12/17/2020,60.39
3,291,Sunset Resort,Salvador (BH),1,263.41,12/24/2020,263.41
3,295,Cityscape Hotel,Natal (RN),4,242.88,01/21/2021,971.52
3,296,Crystal Cove Resort,Recife (PE),3,312.83,01/28/2021,938.49
3,299,Harbor View Hotel,Sao Paulo (SP),3,139.1,02/18/2021,417.3
3,300,Sunset Resort,Salvador (BH),3,263.41,02/25/2021,790.23
3,303,Serenity Bay,Campo Grande (MS),1,60.39,03/18/2021,60.39
3,305,Cityscape Hotel,Natal (RN),4,242.88,04/01/2021,971.52
3,306,The Sapphire Retreat,Florianopolis (SC),3,313.02,04/08/2021,939.06
3,307,Cityscape Hotel,Natal (RN),2,242.88,04/15/2021,485.76
3,311,Harbor View Hotel,Sao Paulo (SP),2,139.1,05/13/2021,278.2
3,315,Mountain Lodge,Rio de Janeiro (RJ),3,165.99,06/10/2021,497.97
3,322,Cityscape Hotel,Natal (RN),1,242.88,07/29/2021,242.88
3,325,Skyline Suites,Rio de Janeiro (RJ),3,165.99,08/19/2021,497.97
3,337,Skyline Suites,Rio de Janeiro (RJ),3,165.99,11/11/2021,497.97
3,338,Velvet Sunset Inn,Aracaju (SE),3,208.04,11/18/2021,624.12
3,347,Tranquil Meadows Hotel,Brasilia (DF),1,247.62,01/20/2022,247.62
3,350,Royal Orchid,Natal (RN),1,242.88,02/10/2022,242.88
3,363,The Majestic Tower,Sao Paulo (SP),1,139.1,05/12/2022,139.1
3,369,Crystal Cove Resort,Recife (PE),3,312.83,06/23/2022,938.49
3,373,Evergreen Lodge,Campo Grande (MS),4,60.39,07/21/2022,241.56
3,377,The Sapphire Retreat,Florianopolis (SC),4,313.02,08/18/2022,1252.08
3,382,Grand Palace Hotel,Salvador (BH),2,263.41,09/22/2022,526.82
3,383,The Sapphire Retreat,Florianopolis (SC),2,313.02,09/29/2022,626.04
3,385,Evergreen Lodge,Campo Grande (MS),2,60.39,10/13/2022,120.78
3,387,Seaside Retreat,Sao Paulo (SP),3,139.1,10/27/2022,417.3
3,388,Emerald Bay Resort,Natal (RN),4,242.88,11/03/2022,971.52
3,394,Oceanview Inn,Salvador (BH),4,263.41,12/15/2022,1053.64
3,397,Crystal Cove Resort,Recife (PE),4,312.83,01/05/2023,1251.32
3,398,Evergreen Lodge,Campo Grande (MS),4,60.39,01/12/2023,241.56
3,403,Harbor View Hotel,Sao Paulo (SP),3,139.1,02/16/2023,417.3
3,404,Velvet Sunset Inn,Aracaju (SE),1,208.04,02/23/2023,208.04
3,406,Royal Orchid,Natal (RN),2,242.88,03/09/2023,485.76
3,408,Sunset Resort,Salvador (BH),1,263.41,03/23/2023,263.41
3,409,Oceanview Inn,Salvador (BH),3,263.41,03/30/2023,790.23
3,410,Evergreen Lodge,Campo Grande (MS),3,60.39,04/06/2023,181.17
3,412,Aurora Bliss Hotel,Florianopolis (SC),2,313.02,04/20/2023,626.04
3,415,Skyline Suites,Rio de Janeiro (RJ),2,165.99,05/11/2023,331.98
3,417,Emerald Bay Resort,Natal (RN),2,242.88,05/25/2023,485.76
3,418,Lakeside Manor,Recife (PE),1,312.83,06/01/2023,312.83
3,419,Serenity Bay,Campo Grande (MS),2,60.39,06/08/2023,120.78
3,424,Skyline Suites,Rio de Janeiro (RJ),1,165.99,07/13/2023,165.99
4,426,Lakeside Manor,Recife (PE),2,312.83,10/03/2019,625.66
4,431,Crystal Cove Resort,Recife (PE),4,312.83,11/07/2019,1251.32
4,432,Urban Elegance Hotel,Recife (PE),3,312.83,11/14/2019,938.49
4,440,Sunset Resort,Salvador (BH),3,263.41,01/09/2020,790.23
4,442,Velvet Sunset Inn,Aracaju (SE),2,208.04,01/23/2020,416.08
4,445,Mountain Lodge,Rio de Janeiro (RJ),1,165.99,02/13/2020,165.99
4,447,Seaside Retreat,Sao Paulo (SP),2,139.1,02/27/2020,278.2
4,450,Serenity Bay,Campo Grande (MS),2,60.39,03/19/2020,120.78
4,452,Aurora Bliss Hotel,Florianopolis (SC),1,313.02,04/02/2020,313.02
4,456,Golden Sands Hotel,Rio de Janeiro (RJ),3,165.99,04/30/2020,497.97
4,457,Evergreen Lodge,Campo Grande (MS),2,60.39,05/07/2020,120.78
4,468,Regal Heights Hotel,Aracaju (SE),1,208.04,07/23/2020,208.04
4,473,Seaside Retreat,Sao Paulo (SP),4,139.1,08/27/2020,556.4
4,481,Horizon Cliff Hotel,Florianopolis (SC),4,313.02,10/22/2020,1252.08
4,486,Regal Heights Hotel,Aracaju (SE),4,208.04,11/26/2020,832.16
4,490,Golden Sands Hotel,Rio de Janeiro (RJ),1,165.99,12/24/2020,165.99
4,491,Aurora Bliss Hotel,Florianopolis (SC),4,313.02,12/31/2020,1252.08
4,494,Seaside Retreat,Sao Paulo (SP),2,139.1,01/21/2021,278.2
4,498,Skyline Suites,Rio de Janeiro (RJ),4,165.99,02/18/2021,663.96
4,500,Grand Palace Hotel,Salvador (BH),2,263.41,03/04/2021,526.82
4,501,Skyline Suites,Rio de Janeiro (RJ),1,165.99,03/11/2021,165.99
4,503,Aurora Bliss Hotel,Florianopolis (SC),2,313.02,03/25/2021,626.04
4,505,The Sapphire Retreat,Florianopolis (SC),2,313.02,04/08/2021,626.04
4,514,Urban Elegance Hotel,Recife (PE),3,312.83,06/10/2021,938.49
4,517,Royal Orchid,Natal (RN),4,242.88,07/01/2021,971.52
4,529,Harbor View Hotel,Sao Paulo (SP),3,139.1,09/23/2021,417.3
4,532,Mountain Lodge,Rio de Janeiro (RJ),4,165.99,10/14/2021,663.96
4,537,Lakeside Manor,Recife (PE),3,312.83,11/18/2021,938.49
4,541,Mountain Lodge,Rio de Janeiro (RJ),3,165.99,12/16/2021,497.97
4,543,Serenity Bay,Campo Grande (MS),3,60.39,12/30/2021,181.17
4,545,Summit Heights Hotel,Campo Grande (MS),1,60.39,01/13/2022,60.39
4,548,Serenity Bay,Campo Grande (MS),2,60.39,02/03/2022,120.78
4,555,The Sapphire Retreat,Florianopolis (SC),1,313.02,03/24/2022,313.02
4,556,Sunset Resort,Salvador (BH),3,263.41,03/31/2022,790.23
4,557,Sunset Resort,Salvador (BH),1,263.41,04/07/2022,263.41
4,559,Grand Palace Hotel,Salvador (BH),2,263.41,04/21/2022,526.82
4,562,Emerald Bay Resort,Natal (RN),2,242.88,05/12/2022,485.76
4,564,Skyline Suites,Rio de Janeiro (RJ),1,165.99,05/26/2022,165.99
4,565,Golden Sands Hotel,Rio de Janeiro (RJ),2,165.99,06/02/2022,331.98
4,574,Starlight Inn,Brasilia (DF),4,247.62,08/04/2022,990.48
4,578,Velvet Sunset Inn,Aracaju (SE),3,208.04,09/01/2022,624.12
4,581,Skyline Suites,Rio de Janeiro (RJ),3,165.99,09/22/2022,497.97
4,582,The Majestic Tower,Sao Paulo (SP),3,139.1,09/29/2022,417.3
4,586,Sunset Resort,Salvador (BH),2,263.41,10/27/2022,526.82
4,587,Sunset Resort,Salvador (BH),1,263.41,11/03/2022,263.41
4,588,Emerald Bay Resort,Natal (RN),2,242.88,11/10/2022,485.76
4,590,Lakeside Manor,Recife (PE),2,312.83,11/24/2022,625.66
4,591,Urban Elegance Hotel,Recife (PE),4,312.83,12/01/2022,1251.32
4,596,The Grand Horizon,Brasilia (DF),1,247.62,01/05/2023,247.62
4,598,Royal Orchid,Natal (RN),4,242.88,01/19/2023,971.52
4,604,Seaside Retreat,Sao Paulo (SP),3,139.1,03/02/2023,417.3
4,605,The Sapphire Retreat,Florianopolis (SC),4,313.02,03/09/2023,1252.08
4,609,Serenity Bay,Campo Grande (MS),2,60.39,04/06/2023,120.78
4,619,Golden Sands Hotel,Rio de Janeiro (RJ),4,165.99,06/15/2023,663.96
4,621,The Grand Horizon,Brasilia (DF),4,247.62,06/29/2023,990.48
4,623,Royal Orchid,Natal (RN),4,242.88,07/13/2023,971.52
5,624,Oceanview Inn,Salvador (BH),2,263.41,09/26/2019,526.82
5,638,Sunset Resort,Salvador (BH),1,263.41,01/02/2020,263.41
5,643,Seaside Retreat,Sao Paulo (SP),3,139.1,02/06/2020,417.3
5,644,Oceanview Inn,Salvador (BH),1,263.41,02/13/2020,263.41
5,646,Oceanview Inn,Salvador (BH),3,263.41,02/27/2020,790.23
5,648,Golden Sands Hotel,Rio de Janeiro (RJ),4,165.99,03/12/2020,663.96
5,658,Cityscape Hotel,Natal (RN),1,242.88,05/21/2020,242.88
5,668,Serenity Bay,Campo Grande (MS),1,60.39,07/30/2020,60.39
5,670,Oceanview Inn,Salvador (BH),3,263.41,08/13/2020,790.23
5,676,Horizon Cliff Hotel,Florianopolis (SC),4,313.02,09/24/2020,1252.08
5,680,The Majestic Tower,Sao Paulo (SP),2,139.1,10/22/2020,278.2
5,683,Harbor View Hotel,Sao Paulo (SP),1,139.1,11/12/2020,139.1
5,687,Velvet Sunset Inn,Aracaju (SE),1,208.04,12/10/2020,208.04
6,688,Emerald Bay Resort,Natal (RN),3,242.88,09/26/2019,728.64
6,690,The Majestic Tower,Sao Paulo (SP),3,139.1,10/10/2019,417.3
6,695,Horizon Cliff Hotel,Florianopolis (SC),2,313.02,11/14/2019,626.04
6,696,Skyline Suites,Rio de Janeiro (RJ),2,165.99,11/21/2019,331.98
6,698,Urban Elegance Hotel,Recife (PE),1,312.83,12/05/2019,312.83
6,699,Summit Heights Hotel,Campo Grande (MS),4,60.39,12/12/2019,241.56
6,701,The Grand Horizon,Brasilia (DF),4,247.62,12/26/2019,990.48
6,707,The Sapphire Retreat,Florianopolis (SC),2,313.02,02/06/2020,626.04
6,711,Seaside Retreat,Sao Paulo (SP),1,139.1,03/05/2020,139.1
6,712,The Sapphire Retreat,Florianopolis (SC),4,313.02,03/12/2020,1252.08
6,718,Oceanview Inn,Salvador (BH),4,263.41,04/23/2020,1053.64
6,719,Seaside Retreat,Sao Paulo (SP),1,139.1,04/30/2020,139.1
6,723,The Grand Horizon,Brasilia (DF),2,247.62,05/28/2020,495.24
6,739,Seaside Retreat,Sao Paulo (SP),3,139.1,09/17/2020,417.3
6,745,Grand Palace Hotel,Salvador (BH),1,263.41,10/29/2020,263.41
6,746,Golden Sands Hotel,Rio de Janeiro (RJ),4,165.99,11/05/2020,663.96
6,747,Emerald Bay Resort,Natal (RN),4,242.88,11/12/2020,971.52
6,749,Aurora Bliss Hotel,Florianopolis (SC),2,313.02,11/26/2020,626.04
6,753,Starlight Inn,Brasilia (DF),2,247.62,12/24/2020,495.24
6,754,Emerald Bay Resort,Natal (RN),2,242.88,12/31/2020,485.76
6,755,Oceanview Inn,Salvador (BH),1,263.41,01/07/2021,263.41
6,762,Golden Sands Hotel,Rio de Janeiro (RJ),3,165.99,02/25/2021,497.97
6,767,Harbor View Hotel,Sao Paulo (SP),3,139.1,04/01/2021,417.3
7,778,The Majestic Tower,Sao Paulo (SP),3,139.1,11/21/2019,417.3
7,787,Summit Heights Hotel,Campo Grande (MS),1,60.39,01/23/2020,60.39
7,788,Evergreen Lodge,Campo Grande (MS),2,60.39,01/30/2020,120.78
7,793,Golden Sands Hotel,Rio de Janeiro (RJ),3,165.99,03/05/2020,497.97
7,795,Evergreen Lodge,Campo Grande (MS),2,60.39,03/19/2020,120.78
7,803,Evergreen Lodge,Campo Grande (MS),4,60.39,05/14/2020,241.56
7,805,Azure Waves Resort,Aracaju (SE),2,208.04,05/28/2020,416.08
7,806,Lakeside Manor,Recife (PE),3,312.83,06/04/2020,938.49
7,808,Cityscape Hotel,Natal (RN),3,242.88,06/18/2020,728.64
7,809,The Grand Horizon,Brasilia (DF),4,247.62,06/25/2020,990.48
7,812,Emerald Bay Resort,Natal (RN),2,242.88,07/16/2020,485.76
7,815,Crystal Cove Resort,Recife (PE),3,312.83,08/06/2020,938.49
7,817,Cityscape Hotel,Natal (RN),2,242.88,08/20/2020,485.76
7,819,Summit Heights Hotel,Campo Grande (MS),2,60.39,09/03/2020,120.78
8,823,Oceanview Inn,Salvador (BH),4,263.41,10/03/2019,1053.64
8,826,Aurora Bliss Hotel,Florianopolis (SC),3,313.02,10/24/2019,939.06
8,827,Urban Elegance Hotel,Recife (PE),4,312.83,10/31/2019,1251.32
8,830,Emerald Bay Resort,Natal (RN),4,242.88,11/21/2019,971.52
8,834,The Grand Horizon,Brasilia (DF),2,247.62,12/19/2019,495.24
8,836,Seaside Retreat,Sao Paulo (SP),1,139.1,01/02/2020,139.1
8,838,Cityscape Hotel,Natal (RN),1,242.88,01/16/2020,242.88
8,840,Regal Heights Hotel,Aracaju (SE),1,208.04,01/30/2020,208.04
8,852,Aurora Bliss Hotel,Florianopolis (SC),1,313.02,04/23/2020,313.02
8,857,Skyline Suites,Rio de Janeiro (RJ),2,165.99,05/28/2020,331.98
8,861,Mountain Lodge,Rio de Janeiro (RJ),2,165.99,06/25/2020,331.98
8,862,Skyline Suites,Rio de Janeiro (RJ),1,165.99,07/02/2020,165.99
8,864,Tranquil Meadows Hotel,Brasilia (DF),2,247.62,07/16/2020,495.24
8,865,Summit Heights Hotel,Campo Grande (MS),3,60.39,07/23/2020,181.17
8,869,Starlight Inn,Brasilia (DF),4,247.62,08/20/2020,990.48
8,871,Cityscape Hotel,Natal (RN),4,242.88,09/03/2020,971.52
8,892,Aurora Bliss Hotel,Florianopolis (SC),2,313.02,01/28/2021,626.04
8,894,The Grand Horizon,Brasilia (DF),3,247.62,02/11/2021,742.86
8,900,Cityscape Hotel,Natal (RN),2,242.88,03/25/2021,485.76
8,904,Urban Elegance Hotel,Recife (PE),4,312.83,04/22/2021,1251.32
8,907,Lakeside Manor,Recife (PE),3,312.83,05/13/2021,938.49
8,911,Royal Orchid,Natal (RN),4,242.88,06/10/2021,971.52
8,913,Horizon Cliff Hotel,Florianopolis (SC),1,313.02,06/24/2021,313.02
8,914,Cityscape Hotel,Natal (RN),3,242.88,07/01/2021,728.64
8,917,Emerald Bay Resort,Natal (RN),3,242.88,07/22/2021,728.64
8,919,Evergreen Lodge,Campo Grande (MS),4,60.39,08/05/2021,241.56
8,920,Emerald Bay Resort,Natal (RN),4,242.88,08/12/2021,971.52
8,922,Lakeside Manor,Recife (PE),4,312.83,08/26/2021,1251.32
8,923,Horizon Cliff Hotel,Florianopolis (SC),4,313.02,09/02/2021,1252.08
8,925,Summit Heights Hotel,Campo Grande (MS),1,60.39,09/16/2021,60.39
8,928,Serenity Bay,Campo Grande (MS),1,60.39,10/07/2021,60.39
8,932,Oceanview Inn,Salvador (BH),2,263.41,11/04/2021,526.82
8,935,Emerald Bay Resort,Natal (RN),3,242.88,11/25/2021,728.64
8,938,Seaside Retreat,Sao Paulo (SP),3,139.1,12/16/2021,417.3
8,942,Serenity Bay,Campo Grande (MS),1,60.39,01/13/2022,60.39
8,944,Lakeside Manor,Recife (PE),3,312.83,01/27/2022,938.49
8,945,Royal Orchid,Natal (RN),1,242.88,02/03/2022,242.88
8,948,Cityscape Hotel,Natal (RN),4,242.88,02/24/2022,971.52
8,950,The Majestic Tower,Sao Paulo (SP),4,139.1,03/10/2022,556.4
8,957,Regal Heights Hotel,Aracaju (SE),4,208.04,04/28/2022,832.16
8,958,Cityscape Hotel,Natal (RN),2,242.88,05/05/2022,485.76
8,962,Lakeside Manor,Recife (PE),2,312.83,06/02/2022,625.66
8,966,Azure Waves Resort,Aracaju (SE),2,208.04,06/30/2022,416.08
8,967,Skyline Suites,Rio de Janeiro (RJ),3,165.99,07/07/2022,497.97
8,969,Evergreen Lodge,Campo Grande (MS),2,60.39,07/21/2022,120.78
8,970,Seaside Retreat,Sao Paulo (SP),1,139.1,07/28/2022,139.1
8,972,Crystal Cove Resort,Recife (PE),3,312.83,08/11/2022,938.49
8,974,Horizon Cliff Hotel,Florianopolis (SC),1,313.02,08/25/2022,313.02
8,977,Crystal Cove Resort,Recife (PE),4,312.83,09/15/2022,1251.32
8,984,Azure Waves Resort,Aracaju (SE),4,208.04,11/03/2022,832.16
8,987,Velvet Sunset Inn,Aracaju (SE),1,208.04,11/24/2022,208.04
8,988,Oceanview Inn,Salvador (BH),4,263.41,12/01/2022,1053.64
9,997,Seaside Retreat,Sao Paulo (SP),4,139.1,09/26/2019,556.4
9,998,Cityscape Hotel,Natal (RN),2,242.88,10/03/2019,485.76
9,999,The Sapphire Retreat,Florianopolis (SC),3,313.02,10/10/2019,939.06
9,1006,Crystal Cove Resort,Recife (PE),2,312.83,11/28/2019,625.66
9,1007,Regal Heights Hotel,Aracaju (SE),2,208.04,12/05/2019,416.08
9,1012,Urban Elegance Hotel,Recife (PE),4,312.83,01/09/2020,1251.32
9,1014,Evergreen Lodge,Campo Grande (MS),3,60.39,01/23/2020,181.17
9,1016,Sunset Resort,Salvador (BH),4,263.41,02/06/2020,1053.64
9,1018,Evergreen Lodge,Campo Grande (MS),2,60.39,02/20/2020,120.78
9,1025,Sunset Resort,Salvador (BH),4,263.41,04/09/2020,1053.64
9,1034,The Sapphire Retreat,Florianopolis (SC),2,313.02,06/11/2020,626.04
9,1035,Summit Heights Hotel,Campo Grande (MS),4,60.39,06/18/2020,241.56
9,1038,Starlight Inn,Brasilia (DF),1,247.62,07/09/2020,247.62
9,1041,Regal Heights Hotel,Aracaju (SE),4,208.04,07/30/2020,832.16
9,1048,The Sapphire Retreat,Florianopolis (SC),3,313.02,09/17/2020,939.06
9,1051,The Majestic Tower,Sao Paulo (SP),4,139.1,10/08/2020,556.4
9,1052,Starlight Inn,Brasilia (DF),4,247.62,10/15/2020,990.48
9,1053,The Majestic Tower,Sao Paulo (SP),2,139.1,10/22/2020,278.2
9,1055,Oceanview Inn,Salvador (BH),3,263.41,11/05/2020,790.23
9,1065,Mountain Lodge,Rio de Janeiro (RJ),3,165.99,01/14/2021,497.97
9,1067,Sunset Resort,Salvador (BH),3,263.41,01/28/2021,790.23
9,1077,Serenity Bay,Campo Grande (MS),1,60.39,04/08/2021,60.39
9,1078,Sunset Resort,Salvador (BH),3,263.41,04/15/2021,790.23
9,1084,Skyline Suites,Rio de Janeiro (RJ),1,165.99,05/27/2021,165.99
9,1090,Skyline Suites,Rio de Janeiro (RJ),3,165.99,07/08/2021,497.97
9,1091,Serenity Bay,Campo Grande (MS),2,60.39,07/15/2021,120.78
9,1093,Serenity Bay,Campo Grande (MS),4,60.39,07/29/2021,241.56
9,1095,Sunset Resort,Salvador (BH),1,263.41,08/12/2021,263.41
9,1096,Summit Heights Hotel,Campo Grande (MS),3,60.39,08/19/2021,181.17
9,1101,The Grand Horizon,Brasilia (DF),3,247.62,09/23/2021,742.86
9,1103,Lakeside Manor,Recife (PE),4,312.83,10/07/2021,1251.32
9,1106,Summit Heights Hotel,Campo Grande (MS),3,60.39,10/28/2021,181.17
10,1113,Emerald Bay Resort,Natal (RN),1,242.88,10/03/2019,242.88
10,1119,Oceanview Inn,Salvador (BH),3,263.41,11/14/2019,790.23
10,1125,Tranquil Meadows Hotel,Brasilia (DF),4,247.62,12/26/2019,990.48
10,1133,The Grand Horizon,Brasilia (DF),4,247.62,02/20/2020,990.48
10,1136,Sunset Resort,Salvador (BH),2,263.41,03/12/2020,526.82
10,1139,Serenity Bay,Campo Grande (MS),1,60.39,04/02/2020,60.39
10,1144,Summit Heights Hotel,Campo Grande (MS),3,60.39,05/07/2020,181.17
10,1150,Oceanview Inn,Salvador (BH),1,263.41,06/18/2020,263.41
10,1151,Golden Sands Hotel,Rio de Janeiro (RJ),4,165.99,06/25/2020,663.96
10,1157,Starlight Inn,Brasilia (DF),3,247.62,08/06/2020,742.86
10,1160,Sunset Resort,Salvador (BH),3,263.41,08/27/2020,790.23
10,1162,Cityscape Hotel,Natal (RN),1,242.88,09/10/2020,242.88
10,1164,Serenity Bay,Campo Grande (MS),4,60.39,09/24/2020,241.56
10,1166,Aurora Bliss Hotel,Florianopolis (SC),4,313.02,10/08/2020,1252.08
10,1167,Mountain Lodge,Rio de Janeiro (RJ),2,165.99,10/15/2020,331.98
10,1173,Horizon Cliff Hotel,Florianopolis (SC),4,313.02,11/26/2020,1252.08
10,1174,Starlight Inn,Brasilia (DF),1,247.62,12/03/2020,247.62
11,1177,Summit Heights Hotel,Campo Grande (MS),2,60.39,10/03/2019,120.78
11,1180,Aurora Bliss Hotel,Florianopolis (SC),2,313.02,10/24/2019,626.04
11,1183,Starlight Inn,Brasilia (DF),4,247.62,11/14/2019,990.48
11,1184,Oceanview Inn,Salvador (BH),4,263.41,11/21/2019,1053.64
11,1188,The Majestic Tower,Sao Paulo (SP),1,139.1,12/19/2019,139.1
11,1190,The Majestic Tower,Sao Paulo (SP),1,139.1,01/02/2020,139.1
11,1192,Sunset Resort,Salvador (BH),2,263.41,01/16/2020,526.82
11,1193,Golden Sands Hotel,Rio de Janeiro (RJ),4,165.99,01/23/2020,663.96
11,1198,The Sapphire Retreat,Florianopolis (SC),3,313.02,02/27/2020,939.06
