hotel_id,user_id,hotel_name,check_in_date,check_out_date,booking_date
cf1022df-177c-4f1f-8fba-a433c371cf3f,9e5beca3-778a-4a30-8106-b5b16da5fd37,"Shepherd, Simpson and Berg",2025-01-10,2025-01-13,2024-12-22 13:09:59
ed0801bd-ce52-4016-8506-1330d92bd407,3721691f-4971-4c3b-9add-a4377ff3aa74,Martin-Williams,2025-02-08,2025-02-14,2024-12-04 12:23:57
dc7a4971-1bcb-43f6-ab1c-f37e42080cf3,b258c6fe-c6d2-4ec4-9960-c8628b50e1eb,"Morales, Galloway and Armstrong",2025-02-08,2025-02-09,2025-01-07 02:41:38
b21f23ef-52dc-40cc-9ab8-15b3ad8c69bc,272b3c28-0f07-40f7-aa7f-0e45b0e9f869,Nelson-Baxter,2025-02-11,2025-02-17,2024-12-18 10:26:01
3f7b8a09-4597-4a72-a084-ef3e5b660997,3b5f2f2a-abf5-4f74-89f3-083c0d375118,Jackson LLC,2025-01-05,2025-01-08,2025-01-18 18:40:30
9a5f1b31-4f6d-424f-8f32-be343f63652c,acbce918-1f78-4976-a084-7f1019a8359a,"Cox, Estrada and Torres",2025-02-14,2025-02-20,2024-12-27 03:07:42
e3e82d26-f3a1-480e-bb2f-85d3bb1e1983,97bcf7b1-3cba-4acc-90d4-ab80e10f1171,"Mosley, Jackson and Anderson",2025-01-28,2025-02-04,2024-12-18 11:41:47
827f808e-21cb-4b30-afff-9df6d246d6c2,60447cee-3a8a-46fb-a408-1f9d7b5bea85,Hayes-Blake,2025-02-18,2025-02-22,2024-12-19 01:52:49
7c2b4356-4670-41fd-83b0-03e7ead2a784,5243bd4b-52a5-4f9c-b6e5-ba69684a6901,"Johnson, Garcia and Mckee",2025-01-04,2025-01-06,2024-12-30 11:01:00
31424c76-99f2-4a98-830d-60caa1848b0a,4c901f4f-7847-4e17-bdd5-735729180696,Horn Inc,2025-02-26,2025-03-02,2024-12-16 05:25:47
0747102a-ef39-47ef-b309-22bf1c30ba37,70416aec-a0ab-45d0-b0b1-a23d551ff3e8,Potter LLC,2025-01-08,2025-01-09,2025-01-18 08:18:55
b287a34e-6c53-4306-b832-6e3756b7dd17,b67a0225-44c7-4d6f-870b-30d96c8768c8,"Rivers, Wallace and Smith",2025-02-24,2025-02-28,2025-01-12 19:36:49
6e59a637-7cca-4bfe-a55e-9044d61b1e0e,5e48623c-6731-4d87-8942-c5bea0ae245a,"Brown, Stone and Cervantes",2025-02-03,2025-02-05,2024-12-04 09:53:52
a52767d0-75a3-4189-b55a-b73c9aecd066,82072434-d255-45fa-9f44-87359093c46b,"French, Evans and Travis",2025-02-05,2025-02-09,2024-12-06 01:01:45
f86fcef8-16fd-4593-afcb-2db71554fd3f,26f59329-b943-4f30-8ca8-6c057ba4da80,"Parker, Lewis and Davis",2025-02-08,2025-02-09,2025-01-18 02:59:16
3bad2a3c-acf1-421c-850d-73180220b333,67fa4c92-6722-4e3d-b8b3-2380567854ec,Burke-Miller,2025-02-20,2025-02-22,2024-12-07 19:18:32
227e217d-9322-455d-859a-6728fa74fe90,871bea49-5909-41e7-b7a7-68a6e3499aba,"Walker, Joseph and Brown",2025-02-22,2025-02-27,2025-01-11 06:46:16
9fdc7765-ea2f-4055-854d-16fa36ea8d84,a3099eb6-ef7a-41af-a0ed-52e66a555825,"Knight, Scott and Calderon",2025-01-17,2025-01-18,2024-12-07 10:28:55
5ef78bfa-71d7-4ca9-b8ae-4a7c99ee137a,6b17ef23-0c2b-4dc4-bfb8-97a1b72c5b97,Marshall-Thompson,2025-02-13,2025-02-17,2025-01-22 20:07:46
48306732-ed0e-42c9-87eb-19f3880f180d,e3fdbb0f-42c1-4eba-ad25-40029135e405,Owen-Crawford,2025-01-31,2025-02-05,2024-12-06 08:13:18
c0e3529f-3f6f-4096-acf6-79e9776d1eb1,b6559ae6-e7f3-45dd-b431-696299430768,Watson Inc,2025-01-31,2025-02-04,2025-01-08 15:12:27
3993fca8-9568-4465-a8a0-ac05849d56ac,9435d68f-a057-47fb-be8d-ad7b0abeb675,Hicks LLC,2025-01-01,2025-01-08,2025-01-29 01:38:58
de2d144b-2b93-49a4-8b95-3163fc999a68,945197b5-c453-4324-a92d-de08dabf67f0,"Reed, Bryant and Smith",2025-01-08,2025-01-12,2024-12-17 05:47:32
fd366a5f-07d8-4b5b-b0a9-1786f85dbe6f,61a0972e-e518-4efc-afeb-bdf6e7c37042,"Patel, Coleman and Young",2024-12-31,2025-01-02,2025-01-19 18:16:26
536f2694-681f-4e3c-8a0f-f93e76d21962,8ad28467-c312-4ac3-9ff4-b46f78087a55,Gallagher-Butler,2025-02-28,2025-03-01,2024-12-05 02:20:37
5c3e65b4-629f-464c-8440-bae7f0f99201,a5498581-615f-463c-812b-bfb3ce0bb0bf,Greene LLC,2025-02-28,2025-03-03,2024-12-19 12:42:00
f52daa4e-897f-4a79-9059-15675aacbd9a,f61d5e47-1653-4d5d-ab5e-fe84119534a6,"Murphy, Smith and Graves",2025-01-14,2025-01-20,2024-12-25 09:36:03
4cd6cc5e-c244-48bb-b218-a5986c17c1a6,c6cac394-9353-41c2-ad2b-50517a81e59f,"Villarreal, Smith and Howell",2025-02-28,2025-03-07,2024-12-28 21:40:02
74d9e8c2-5bc3-4ae6-b8d3-2aa83d8566ec,b59b72b0-4046-4efe-a216-a9699f02f1d4,Kim-Warren,2025-01-26,2025-01-28,2024-12-04 17:17:38
d9ae4c69-e76e-4386-b957-c954e8629288,d22ab93a-cfe6-46ab-aaa8-8c51e2b836c3,Mckay LLC,2025-02-09,2025-02-13,2025-01-17 16:44:25
cbc94657-cf02-46e3-ad0b-9ed0b17c9f00,91b8c361-fedc-4a49-baab-9e42b8c9149f,Raymond-Cline,2025-01-27,2025-01-29,2024-12-06 11:18:11
bd0c8ca1-0c60-47db-90b0-ed9e8f1662cd,ba3320c0-537f-42f0-804d-b0e89143c48e,"Porter, Kline and Combs",2025-02-09,2025-02-10,2025-01-06 09:55:36
a76da970-2e60-4076-a11b-6e1b120cb2df,3ab44034-23da-48d7-bcf9-05887e148638,"Guerrero, Miller and Pennington",2025-01-08,2025-01-15,2025-01-16 05:16:51
af884038-6425-488d-913c-e20586256277,62b53aff-e72f-4a81-8850-032b70ea2b24,Blair Inc,2025-02-26,2025-02-27,2025-01-15 10:27:05
7c9f5ccd-57b7-4e1a-810f-84ae1dbf95f2,1efc81b9-f03d-4471-8647-f25736871f96,Holloway Inc,2025-02-15,2025-02-21,2024-12-27 10:37:51
8702e801-88f1-4fa5-974c-8a4075c9cb9d,9dd80dcb-b6c6-4335-b347-0bcaa47ea3b8,"Allen, Warren and Vega",2025-01-18,2025-01-22,2025-01-03 12:01:41
2aee67d9-5164-4236-89e3-01460cc54ff6,658fd09f-fe4f-4e98-abf2-f683c176eeb8,Cantu-Jackson,2025-02-13,2025-02-18,2025-01-17 23:25:41
57938947-6f23-479f-867f-bd41d5b53f2e,eebd481b-9a48-479a-87c6-89309480fd2b,Mitchell-Whitney,2025-02-16,2025-02-20,2024-12-23 20:53:00
66f2b596-a723-4cfe-a55f-3402451308e8,c849c934-6a9f-47d9-9c64-c346c0ee8bf8,Brown-Thomas,2025-01-28,2025-02-01,2025-01-24 11:19:57
36c2b32d-6965-48f1-add0-0e797d1ea340,33750168-5263-4b1d-be5f-16169be2c187,Barber-Williams,2025-02-21,2025-02-22,2025-01-05 02:29:57
65d413f1-7ca4-4306-a094-2e21eb4584ae,24719896-af38-4d24-b671-0e8ed8fca088,Vasquez LLC,2025-01-07,2025-01-12,2024-12-17 02:31:45
10103d6f-d411-4ae9-b486-66487cc932a9,ea6f3265-cea9-42da-b220-5a375303d99f,Garcia Ltd,2025-01-06,2025-01-09,2025-01-17 05:24:04
5bd1e2fc-bc90-40a8-9424-c68285defad3,8135a8b9-e6d7-450e-8cb7-7d130da66cca,"Lewis, Woods and Arias",2025-01-02,2025-01-05,2025-01-08 17:27:10
40fb9c9c-5c89-4a40-a44c-92364b479301,c561d0ff-3d63-4d5c-bdce-b48afcba8af5,Griffin-Bailey,2025-03-01,2025-03-04,2025-01-01 07:40:56
224651ed-08d6-411b-b28f-e9ac89bfbe01,777281eb-649d-4eae-9676-d4ab74698405,Thomas-Holden,2025-02-05,2025-02-12,2025-01-03 16:57:39
b2455e91-40ce-40ae-bc0b-897edfeade71,d8252b8d-4b4b-40d2-9f7a-614228904b1a,"Hughes, Harrington and Foster",2025-02-19,2025-02-23,2025-01-01 18:03:19
ab626259-f54a-42a9-8e8d-d96155ede7a5,52c4a18f-3d1f-406d-a2f6-8f9a2f6111e0,Garza-Bell,2025-02-02,2025-02-03,2024-12-30 00:53:23
4bbcf379-f606-417b-9047-2f1c8dcb1eba,1b1f7192-94bb-41a6-a0ba-5bd59ebdb5aa,Mcmillan-Walton,2025-02-08,2025-02-13,2025-01-02 04:15:01
c7aaf642-fe73-450c-ad96-56433d8adeab,62a1c23d-8664-4f2b-a5a8-6ba1ded177ac,Mcclure LLC,2025-01-24,2025-01-31,2024-12-09 09:48:29
b5b60ca2-b9e8-4291-8c08-a88627b19ec8,93264851-87f6-4658-9cf5-f55156309937,Collins-Ali,2025-03-01,2025-03-06,2024-12-12 14:17:52
0e206b11-5079-44b9-8a10-cacfe5ea9d94,61eb22d9-abaa-4029-8225-380941c10d83,Anderson-Evans,2025-02-15,2025-02-19,2024-12-22 06:43:43
d69d989a-3476-4cd4-83da-dbd83ab6a4d8,0e83aff3-2fa0-4084-80e7-35ad07ff8df6,Bennett-Cox,2025-01-10,2025-01-14,2024-12-13 14:03:22
47bc9740-7b6f-4e36-8ed5-36c71457e082,6ae96440-8685-448c-a523-2711fa6a538d,"Kramer, Brandt and Oconnor",2025-02-24,2025-02-27,2024-12-20 19:56:09
8ab11b70-9b47-441e-be10-1b47b97597e1,4847a370-71e1-4c22-ac68-bf6b0a4a5344,Lloyd-English,2025-01-16,2025-01-19,2025-01-19 15:52:07
2239ad56-ef41-4a1f-accf-40916bd26a06,3ccb3336-26a2-43c4-852d-c90abcacccc6,Lyons-Cruz,2025-02-05,2025-02-11,2025-01-18 22:22:06
290e2dc9-74e8-4c9f-89f3-60ce3708f935,26ad4b0b-4cec-44df-96fe-2a18e4bbaf49,"Johnson, Jackson and Aguirre",2025-02-10,2025-02-14,2024-12-19 16:42:33
93ce68b0-05bc-4181-b301-9950bc209c84,b09de68b-9a05-4271-9f3c-7d8a674fed7c,Delacruz LLC,2025-02-09,2025-02-16,2025-01-28 13:52:09
b51382fd-74a7-4fb8-9e5b-4307d92c54f3,d6665aa8-1205-4bb6-9c75-d94a3733e5e6,"Miller, Green and Franklin",2025-02-24,2025-03-02,2024-12-25 09:25:22
915722bf-8e11-4274-a1cd-ac1259e469e2,e5301573-a5a2-44bf-aa93-4d0d6a087a41,"Espinoza, Burton and Parker",2025-01-30,2025-01-31,2025-01-25 10:33:00
d109bb49-4397-430a-be5d-767dbe53af51,72c489e7-9849-4852-b6cd-7f2b9bac8860,Spence-Garcia,2025-01-16,2025-01-21,2025-01-01 19:05:05
3d2cc823-4c9b-4e05-90b3-bfa9d5c1ad5d,ebc2981f-9570-4f36-86f8-203008d358bd,"Dalton, James and Valencia",2025-02-24,2025-03-01,2025-01-30 06:02:51
07ad96e6-bfcb-497c-9415-26a894d2e04a,06ad4e54-0033-4d64-823f-81b0b9b62395,"French, Davis and Butler",2025-01-04,2025-01-07,2024-12-14 12:54:27
3d819128-4a93-4504-96ac-dfd137126af0,eb5cebb9-4cae-492f-b6dc-4309f15a5272,Coffey-Middleton,2025-02-02,2025-02-07,2024-12-28 04:12:42
5b79d2d4-9e11-45ad-8376-6a09f6482740,b20e0b7d-c913-4874-a3cb-0e44984f2fcc,Carpenter-Ray,2025-02-24,2025-03-02,2024-12-23 13:52:02
230660e9-ee19-45b1-928f-d2b10d3d2153,7967b324-56de-49ac-a7d9-10d6e1e37317,Flores-Rivera,2025-02-18,2025-02-25,2025-01-22 19:54:15
64c30ebc-3fb2-47b2-a316-42f506ae4a4c,bf4ffed8-9b95-4962-a1a9-2a98df5a3d4d,Shaw Inc,2025-01-30,2025-02-03,2025-01-18 06:56:24
29ab3b78-dc58-4df9-9441-d45f31bb9c04,5b0b83be-f428-452c-a0e9-f5f7eef9e6a4,Harrington-Holmes,2025-01-15,2025-01-17,2025-01-05 16:16:03
f3d00c63-fcb3-4a99-82d6-557fb1a3e24d,fa12f2fc-ab7b-4806-9073-56697f3d1fd7,Wright Inc,2025-02-16,2025-02-23,2024-12-23 10:07:04
507c3a61-8fb4-489c-8b43-63bb719dfae8,7840c56d-3e4b-4a73-88dd-9c6dc05f8557,Preston Inc,2025-02-09,2025-02-16,2024-12-09 12:48:00
8d5018a5-595b-4f24-b577-292b44ee81e7,a2cb2ff2-de90-40a0-8582-485a185d55e2,"Soto, Reynolds and Alvarado",2025-01-11,2025-01-16,2024-12-02 07:58:14
28bb1223-eb79-4413-a926-7dbb240f6252,25b7a55a-e79d-410f-9c8e-473a1fb12422,Garcia-Fisher,2025-01-19,2025-01-26,2024-12-08 22:19:22
08714f23-c396-41aa-a9a3-dbe1e760eff2,f5a711c7-68b8-48df-94d8-56fed71ca80c,"Rose, Kramer and Harris",2025-02-25,2025-03-04,2025-01-13 18:48:54
a645698b-d6de-422f-aca4-0f7f165338ed,44fee0f2-5dac-44c9-9cd9-1fc093e73d97,Lynn Inc,2025-01-19,2025-01-24,2024-12-08 19:33:56
045c0e09-eeab-4d6f-a1d0-f23204944e12,98cff6e8-75aa-4dcd-95ef-2e0685e850b7,Pittman-Reid,2025-01-24,2025-01-30,2025-01-27 12:50:23
d37ba9de-b409-451e-a2c4-3f03f8947165,2a18dea4-8b0b-4f4b-82a0-0bf8791845e8,"Hunt, Morales and Roberson",2025-02-21,2025-02-22,2025-01-20 12:48:16
66ccc4c8-b5e7-4c2d-a1f4-4ca4e6106e27,eb20fe34-9427-407f-abae-19c5fef11d11,Munoz LLC,2025-02-07,2025-02-08,2024-12-02 14:15:20
0fd2b6c0-44f7-4865-afc8-89059207091a,46db1abd-5fe1-41a5-acaf-606464bfbcc2,Mclean and Sons,2025-02-22,2025-02-25,2025-01-20 19:14:54
afd5e58b-901b-4f32-a07e-c0e3272cdb99,ca3f4ae0-f62b-4d51-be1f-255d9601369f,"Gonzalez, Schwartz and Riley",2025-01-17,2025-01-18,2025-01-01 10:26:39
968fbf16-46f4-44c6-8557-bb8e00373f91,d7ddda8a-aedd-4ee0-bb8a-15cab73dacc7,Olsen Inc,2025-02-09,2025-02-10,2025-01-05 07:08:10
a51c24c1-d8b6-4a5a-ae49-b9ab39094997,45292120-6861-4eb6-81ff-0f1dc33db598,Ramirez Group,2025-01-26,2025-01-30,2024-12-19 10:25:28
42696d85-c63c-4daa-b73e-3a367e21c195,dd3a7625-ff35-4354-bf35-150a0ec58ad1,Sandoval PLC,2025-01-03,2025-01-04,2024-12-29 08:08:33
437398b3-5fa4-4682-bc0e-4ee5a0d18262,09d9a569-4078-415d-bc9b-62b5118e7a3a,Young Inc,2025-02-15,2025-02-17,2025-01-15 01:08:20
794ea2ea-c357-4bce-81e1-749e07d4b26f,bea54c56-9f23-454b-b86f-36474fb080fa,Walters and Sons,2025-01-25,2025-01-26,2024-12-27 17:02:45
c42f183e-8c02-43cc-8f49-1a2cb161f343,c0814877-b6ed-42d4-98c9-6bd8ebaae4d7,Williams LLC,2025-02-23,2025-02-24,2025-01-24 07:07:38
4e85adca-45f8-4b7d-be1b-9d8beed6388d,ef3c77c8-80da-4364-88a1-8a4e5805c17d,Miles-Garcia,2025-02-21,2025-02-27,2025-01-25 01:20:30
4edbc3ae-99b8-4e20-ac2d-6d0209efa088,a37b7f50-2291-468e-b61f-e7c00d54a845,Ortega-Martin,2025-02-15,2025-02-22,2025-01-03 05:17:43
a47a10b2-39e7-4d55-adb4-58bb1bee5f40,8cd58886-afd2-4496-af49-5becc69b3ac7,"Bush, Mcbride and Robinson",2025-01-18,2025-01-24,2025-01-13 23:44:59
c1a9e813-f895-4422-a1b8-d954923359ed,b5f4840f-fccd-4554-a80f-657e0712656c,Miller-Clark,2025-01-11,2025-01-16,2025-01-06 05:44:30
1600d9c8-50fc-43f9-b0b2-73a662e7caac,5345be69-b5a8-4639-bf81-d0cfec673ad8,"Humphrey, Roberts and Howell",2025-01-05,2025-01-10,2024-12-17 14:39:04
ca564a62-0e67-4665-94bf-ca7a3ed93ac1,0f4aeb12-967e-4d14-bc62-e49f04b4b111,Mcdonald and Sons,2025-01-14,2025-01-17,2025-01-25 00:58:04
bf652c3b-ed9a-4818-8de3-379470351eed,4ff92b6b-3e0e-4905-9f76-f3e8fcbc1199,"Norton, Warren and Sawyer",2025-02-28,2025-03-05,2024-12-18 11:01:35
501882b6-2a5c-41db-a51e-e8373f9d2074,afc66ad4-aac7-461e-ac48-6b7d2086595e,Hoffman LLC,2025-01-16,2025-01-19,2024-12-30 03:33:17
2af359df-56b8-4f9c-b57f-66dbf2804fd8,661d7012-aec5-4349-ae56-9b1800b8ab6a,"Jackson, Goodman and Barnes",2025-02-07,2025-02-13,2024-12-07 12:50:40
59364953-7b9a-4a9a-bbe7-1000f35589f2,c05fe461-c85e-43bd-b530-6e2bb948b86f,"Vaughan, Schmidt and Nicholson",2025-01-23,2025-01-29,2025-01-11 22:56:55
747de564-425c-437f-8a5e-8067dfa96ff8,cefab2e8-f1c2-4ef0-8d92-1b1b67c319ca,Ritter Inc,2025-01-21,2025-01-25,2024-12-01 22:20:09
0fe3135e-99a2-4bab-8a22-c765f3e1a4b7,1a0d7836-28f9-4c9b-a792-37b698a89db6,Harris-Strong,2025-01-28,2025-02-02,2024-12-28 03:01:59
6afc5012-e31b-4b97-b000-9ee0faf903e6,5d19b838-547d-40a2-9a33-f586101f9625,Jones-Ward,2025-02-13,2025-02-14,2025-01-09 22:26:35
44e347cc-5556-44fa-a34a-86c308f86621,e0a2d060-c41c-4a7c-852e-fd4bad29f006,Barr-Robbins,2025-02-18,2025-02-21,2025-01-22 14:45:47
39a62da0-8a1b-41d4-9c1d-2034462cf674,ec507d10-0086-4493-afa8-5660d367e540,"Parker, Brown and Howard",2025-02-27,2025-03-03,2025-01-15 03:34:28
fa8b7080-df06-4fe1-8927-5060e1f29908,be7660cf-944c-433a-9434-3ee4cf782c7a,"Torres, Jones and Ward",2025-01-04,2025-01-05,2025-01-18 11:32:44
886ea4b1-0a88-42b9-8558-a8de49faacac,daad5856-a5ee-4bf0-bab6-47aa150ec917,"Smith, Mendoza and King",2025-01-18,2025-01-24,2024-12-08 06:35:49
