flight_id,user_id,flight_number,departure_city,arrival_city,departure_time,arrival_time,booking_date
0156ecad-4945-46a6-bbec-d089fc306ff9,70416aec-a0ab-45d0-b0b1-a23d551ff3e8,zC597,North Katherine,Buckside,07-01-2025 19:42,08-01-2025 01:42,23-01-2025 06:39
b208bfbc-39c6-4004-b1ed-b1a536eb9fc7,b67a0225-44c7-4d6f-870b-30d96c8768c8,AT803,Danielstad,South Alanstad,24-02-2025 03:12,24-02-2025 08:12,24-01-2025 15:59
a81b6e61-c979-4d50-8265-538ce7a9fd42,5e48623c-6731-4d87-8942-c5bea0ae245a,oZ750,Mcdonaldstad,Zacharyside,02-02-2025 20:39,03-02-2025 01:39,08-01-2025 04:57
043a53f0-6113-4c0e-8335-cb3135bab3a0,82072434-d255-45fa-9f44-87359093c46b,xd600,South Tammy,New Kevin,05-02-2025 05:02,05-02-2025 07:02,09-01-2025 20:49
8c7a8875-d6e7-49f9-a55c-9029efde1f15,26f59329-b943-4f30-8ca8-6c057ba4da80,tn379,Wagnerland,Sandraport,08-02-2025 11:07,08-02-2025 15:07,24-12-2024 13:22
9ccda159-6c06-441f-8e0f-4766ef08388c,67fa4c92-6722-4e3d-b8b3-2380567854ec,gV778,Scottville,Combsville,20-02-2025 00:09,20-02-2025 04:09,08-01-2025 15:29
c1dd4326-5d42-4cf8-a618-4dac95ee70b3,871bea49-5909-41e7-b7a7-68a6e3499aba,rK760,Juanburgh,Morenoberg,22-02-2025 17:51,22-02-2025 20:51,01-01-2025 19:55
33ce5476-3f9d-4c6f-9705-69d2a8cba211,a3099eb6-ef7a-41af-a0ed-52e66a555825,sH324,Martintown,Castillotown,17-01-2025 01:21,17-01-2025 02:21,03-01-2025 01:33
e122beb9-6475-4617-998b-54d471758045,6b17ef23-0c2b-4dc4-bfb8-97a1b72c5b97,Ou693,Zacharyville,Cannonfort,13-02-2025 06:55,13-02-2025 09:55,27-12-2024 16:45
8cf8ba0b-88ee-4d52-8e85-23c5b99b31bf,e3fdbb0f-42c1-4eba-ad25-40029135e405,aG769,Wesleyfort,Jonathanberg,31-01-2025 20:04,31-01-2025 21:04,13-01-2025 20:29
e5bfcc65-c178-4e9f-ac05-154adb5cdbde,b6559ae6-e7f3-45dd-b431-696299430768,qP556,North Deborah,Charleston,31-01-2025 16:48,31-01-2025 20:48,21-01-2025 16:52
01fbc1cc-be79-477b-aa5e-c3e1ad9b9e28,9435d68f-a057-47fb-be8d-ad7b0abeb675,kO035,Stewartfurt,Kyleville,31-12-2024 19:39,01-01-2025 01:39,28-12-2024 21:44
a8eaac83-073c-4f42-8615-db594001ee94,945197b5-c453-4324-a92d-de08dabf67f0,hx748,North Shawnberg,Debramouth,08-01-2025 02:43,08-01-2025 04:43,28-12-2024 16:51
7a407c9d-332e-4528-8817-9b9881590532,61a0972e-e518-4efc-afeb-bdf6e7c37042,dS701,Laurentown,Schneiderfort,31-12-2024 16:33,31-12-2024 22:33,06-12-2024 17:03
8f37158c-2e48-42ae-9b5c-e328a47b2ab0,8ad28467-c312-4ac3-9ff4-b46f78087a55,wo568,Port Jessica,Edwardsberg,28-02-2025 07:09,28-02-2025 11:09,24-01-2025 09:08
430ea903-b108-4971-ad70-6a259e60a1cb,a5498581-615f-463c-812b-bfb3ce0bb0bf,hO878,Smallshire,Brownshire,28-02-2025 15:32,28-02-2025 20:32,15-01-2025 01:56
032888eb-4d71-4695-8515-996063c91b7d,f61d5e47-1653-4d5d-ab5e-fe84119534a6,sR516,Wintersfurt,Gibsonville,14-01-2025 19:42,14-01-2025 22:42,19-12-2024 22:14
b3e499e0-a5ac-480c-9224-149ffe18d198,c6cac394-9353-41c2-ad2b-50517a81e59f,Gk621,Brittanyview,East Rebeccafurt,28-02-2025 20:33,28-02-2025 23:33,27-12-2024 10:33
1a457cf2-9c97-42b0-a519-18a646bf8991,b59b72b0-4046-4efe-a216-a9699f02f1d4,jM415,New Brandonborough,Guerrerobury,26-01-2025 11:31,26-01-2025 14:31,05-12-2024 22:47
85852712-6ca6-4c24-91ba-c31224a0c825,d22ab93a-cfe6-46ab-aaa8-8c51e2b836c3,sO293,Donnaberg,Joanview,09-02-2025 10:09,09-02-2025 16:09,11-12-2024 16:24
dbced9e8-c714-4254-933d-9da6e9ce6f0f,91b8c361-fedc-4a49-baab-9e42b8c9149f,HS080,South Johnnybury,New Tiffanyport,27-01-2025 20:09,27-01-2025 22:09,08-12-2024 12:20
cb96785c-f41f-4aef-a68c-b3a45a13bb7a,ba3320c0-537f-42f0-804d-b0e89143c48e,PH339,Liuville,Jasonhaven,08-02-2025 23:23,09-02-2025 03:23,01-01-2025 03:39
5391542c-7f1c-46fb-a4b7-37381be99332,3ab44034-23da-48d7-bcf9-05887e148638,dL238,West Jordan,New Derekton,08-01-2025 22:01,08-01-2025 23:01,24-01-2025 18:00
c0e4547c-31da-4510-923f-52f3be1b8e00,62b53aff-e72f-4a81-8850-032b70ea2b24,LB384,North Karen,Wilsonside,26-02-2025 15:37,26-02-2025 19:37,05-01-2025 05:47
3ac3f52e-dd46-4741-8e0d-024b381acb52,1efc81b9-f03d-4471-8647-f25736871f96,aP595,East Juliechester,New Troy,15-02-2025 12:43,15-02-2025 15:43,19-12-2024 09:52
4a4db761-ac59-4b95-841f-61bddd88bbf3,9dd80dcb-b6c6-4335-b347-0bcaa47ea3b8,Ni140,Luisport,South Robert,18-01-2025 05:53,18-01-2025 10:53,28-01-2025 18:42
cb3f78df-f5f4-4a52-a2d8-966152de40db,658fd09f-fe4f-4e98-abf2-f683c176eeb8,Wn951,Jimmyton,Tinaton,13-02-2025 06:25,13-02-2025 08:25,20-12-2024 00:40
fe229bf1-5569-4dba-8ba3-250900aac99d,eebd481b-9a48-479a-87c6-89309480fd2b,hL388,South Kylie,Michelleville,16-02-2025 17:04,16-02-2025 19:04,05-12-2024 02:11
22ea5419-2bce-445c-9a9f-adbeeb88e34c,c849c934-6a9f-47d9-9c64-c346c0ee8bf8,zI359,Russohaven,Kaneberg,28-01-2025 06:57,28-01-2025 12:57,26-12-2024 04:12
20747b32-9a54-4336-a39b-073944759e9a,33750168-5263-4b1d-be5f-16169be2c187,RF253,New Garybury,Denisefurt,21-02-2025 21:05,21-02-2025 23:05,22-12-2024 09:02
0c09d18b-16e8-4ba8-bf68-6c1e3e717e42,24719896-af38-4d24-b671-0e8ed8fca088,Mt698,East Philip,Lake Jameschester,07-01-2025 08:02,07-01-2025 11:02,21-12-2024 10:42
707de39f-26c0-4598-83c4-78ec6fe70011,ea6f3265-cea9-42da-b220-5a375303d99f,lq746,Edwardland,Robertstad,06-01-2025 12:37,06-01-2025 13:37,31-12-2024 09:28
8c3bc1a1-aae2-4de2-9eaa-771e8bab3989,8135a8b9-e6d7-450e-8cb7-7d130da66cca,gG098,New Alexandrafurt,Stevensmouth,02-01-2025 11:12,02-01-2025 15:12,06-12-2024 23:16
d3159f4f-9af1-424f-9222-6f4f578ae75a,c561d0ff-3d63-4d5c-bdce-b48afcba8af5,nK465,Fitzgeraldport,Charlesmouth,01-03-2025 07:24,01-03-2025 11:24,13-12-2024 08:15
443d0d7c-28de-4e43-a696-3b61038c601b,777281eb-649d-4eae-9676-d4ab74698405,iH682,South Karenside,Smithbury,05-02-2025 15:36,05-02-2025 18:36,29-01-2025 18:29
3a3b26b3-1a3a-48b3-9581-69f6e9862bbe,d8252b8d-4b4b-40d2-9f7a-614228904b1a,Ei730,Lake Kaylaville,New Daniel,19-02-2025 10:56,19-02-2025 15:56,17-01-2025 05:31
07d3a794-6061-4c7d-8c1f-c8b0124405b8,52c4a18f-3d1f-406d-a2f6-8f9a2f6111e0,jx108,Lake Jennifer,Figueroabury,02-02-2025 18:03,02-02-2025 22:03,29-12-2024 10:52
99d58ca0-4280-4a82-b993-1a9dc3715dfa,1b1f7192-94bb-41a6-a0ba-5bd59ebdb5aa,qu817,Port Kimberly,Batesland,07-02-2025 20:36,08-02-2025 02:36,14-12-2024 23:57
b4323c55-2575-48da-83d6-60234596f991,62a1c23d-8664-4f2b-a5a8-6ba1ded177ac,hj262,Ravenland,Luisburgh,24-01-2025 06:01,24-01-2025 10:01,28-01-2025 09:46
c61cc97e-e06f-4438-ae2d-6166a566c463,93264851-87f6-4658-9cf5-f55156309937,WY185,Port Lisa,Estradabury,01-03-2025 07:10,01-03-2025 08:10,08-01-2025 11:23
f938b7f8-fe45-471f-9991-dd9f51d144b1,61eb22d9-abaa-4029-8225-380941c10d83,ru022,Harrisberg,South Gregoryfurt,15-02-2025 07:05,15-02-2025 13:05,24-01-2025 01:35
03c5045a-bbe2-4a59-b17d-fc4cf040ced7,0e83aff3-2fa0-4084-80e7-35ad07ff8df6,mj746,Cohenfurt,Curtisview,10-01-2025 05:45,10-01-2025 07:45,22-12-2024 20:11
e716642c-fec2-4af7-8b67-22734eb14489,6ae96440-8685-448c-a523-2711fa6a538d,xL883,New Logan,Sheryltown,24-02-2025 10:48,24-02-2025 15:48,12-12-2024 16:13
df95fd66-825b-4178-bf27-1c7f807de027,4847a370-71e1-4c22-ac68-bf6b0a4a5344,Ym104,Timothystad,East Jenniferfurt,16-01-2025 04:01,16-01-2025 07:01,17-12-2024 16:18
22a4401c-0042-44cc-9644-fabc397a9ea9,3ccb3336-26a2-43c4-852d-c90abcacccc6,nF123,West Justinland,Garnerfort,05-02-2025 12:00,05-02-2025 18:00,06-12-2024 04:59
dde25a0a-2405-4ad7-bfcf-7e13d490e080,26ad4b0b-4cec-44df-96fe-2a18e4bbaf49,IF811,North Elizabeth,Youngmouth,10-02-2025 09:55,10-02-2025 11:55,18-01-2025 20:39
667bd79d-27ec-482f-bf77-c62cbe6a1c3a,b09de68b-9a05-4271-9f3c-7d8a674fed7c,jI539,Douglaston,Mackenzieborough,09-02-2025 19:23,09-02-2025 21:23,29-12-2024 17:14
6ba091e6-e534-41d2-8416-d43e0e306847,d6665aa8-1205-4bb6-9c75-d94a3733e5e6,Kb693,Port Kimberlyside,Chrisburgh,24-02-2025 17:32,24-02-2025 22:32,19-01-2025 05:43
7f401668-45a7-4a8a-9fb4-2655c5c640ff,e5301573-a5a2-44bf-aa93-4d0d6a087a41,FY203,Port Jonathan,East Karenmouth,30-01-2025 11:45,30-01-2025 12:45,11-01-2025 09:27
15fcf09c-b15f-4683-9931-ec41659d7d10,72c489e7-9849-4852-b6cd-7f2b9bac8860,js937,North Johnton,Grayberg,16-01-2025 19:34,16-01-2025 20:34,27-12-2024 16:50
18b1202a-9495-4cd5-83b3-37648637f7a9,ebc2981f-9570-4f36-86f8-203008d358bd,is537,Hallfort,Newmanport,24-02-2025 15:14,24-02-2025 16:14,09-12-2024 08:59
6cfbff6b-b773-4cf5-8ebf-f22bced28fe1,06ad4e54-0033-4d64-823f-81b0b9b62395,yp874,South Katie,West Joanne,04-01-2025 10:43,04-01-2025 13:43,04-12-2024 15:45
f21eb0ec-d19a-4a10-ba20-3d0ca3357043,eb5cebb9-4cae-492f-b6dc-4309f15a5272,rW936,Owenport,Barnestown,02-02-2025 16:03,02-02-2025 19:03,26-12-2024 17:41
c97e51fb-1f50-4d2a-bcaa-31f0808c87fb,b20e0b7d-c913-4874-a3cb-0e44984f2fcc,yH272,Kevinshire,Nancyfort,24-02-2025 02:09,24-02-2025 08:09,25-01-2025 04:27
d8679e73-7aa0-479d-820f-2d367f1bba16,7967b324-56de-49ac-a7d9-10d6e1e37317,dz360,Lake Cheryl,Smithmouth,18-02-2025 15:57,18-02-2025 18:57,14-12-2024 11:47
455cb632-9011-4574-b47e-fa32e1e1ca1c,bf4ffed8-9b95-4962-a1a9-2a98df5a3d4d,Hu052,New Jamesville,Port Patriciaport,30-01-2025 06:22,30-01-2025 07:22,09-01-2025 17:21
d1d03eb7-372e-44a0-9332-47f150d9e278,5b0b83be-f428-452c-a0e9-f5f7eef9e6a4,pY601,Larrymouth,Robertton,15-01-2025 15:21,15-01-2025 21:21,08-12-2024 15:35
08d84510-4e40-4855-a798-c255232ed5d6,fa12f2fc-ab7b-4806-9073-56697f3d1fd7,Yb239,Matthewbury,New Jasonfurt,16-02-2025 17:24,16-02-2025 20:24,11-01-2025 07:51
9d0d1171-774c-4303-887b-b8517f0c0689,7840c56d-3e4b-4a73-88dd-9c6dc05f8557,BT789,North Melissaview,West Holly,09-02-2025 12:23,09-02-2025 15:23,09-01-2025 23:15
aada6574-0a26-4734-bf16-a208dcbba3f1,a2cb2ff2-de90-40a0-8582-485a185d55e2,QW800,Brianchester,West Cynthia,10-01-2025 22:04,11-01-2025 02:04,27-01-2025 18:30
371f50dd-817a-4b95-86d2-4e93253c6534,25b7a55a-e79d-410f-9c8e-473a1fb12422,Bv178,South Kimberlyberg,Juliestad,19-01-2025 11:14,19-01-2025 17:14,21-01-2025 14:42
03d8aacc-f79a-437a-86ec-5e5a78a97af0,f5a711c7-68b8-48df-94d8-56fed71ca80c,es529,West Dannyside,South Melissastad,25-02-2025 05:51,25-02-2025 08:51,23-01-2025 11:07
e3c19b95-8529-4e7d-8c2c-68dfed7ad2af,44fee0f2-5dac-44c9-9cd9-1fc093e73d97,wW215,Lake Martinview,New Christophershire,19-01-2025 06:51,19-01-2025 07:51,18-01-2025 01:33
6d5f9cec-00bf-48c3-9a14-daa66d2bddce,98cff6e8-75aa-4dcd-95ef-2e0685e850b7,wG033,Riveraton,Angelashire,24-01-2025 05:01,24-01-2025 10:01,02-12-2024 16:15
b3102c63-8a45-4319-810d-55bef6720e4e,2a18dea4-8b0b-4f4b-82a0-0bf8791845e8,Bf729,Henryburgh,Robertport,21-02-2025 00:17,21-02-2025 03:17,09-01-2025 10:10
92375cfb-0ef4-4c02-b78f-2f1e577bb2cc,eb20fe34-9427-407f-abae-19c5fef11d11,ev763,Ralphchester,Hillstad,07-02-2025 13:24,07-02-2025 16:24,06-01-2025 01:49
b3eef8e1-3492-4a66-be45-7fad2e91bd57,46db1abd-5fe1-41a5-acaf-606464bfbcc2,KJ123,New Michelleton,Jesusborough,22-02-2025 01:23,22-02-2025 05:23,10-01-2025 12:24
8087b556-cb5e-4f62-8d7c-6ca018640df4,ca3f4ae0-f62b-4d51-be1f-255d9601369f,kV397,West Sheila,West Robertstad,17-01-2025 18:13,17-01-2025 20:13,06-12-2024 22:02
7ce38573-f010-4c0b-b7c2-5b005938d806,d7ddda8a-aedd-4ee0-bb8a-15cab73dacc7,CD194,Lake Travisborough,New Katherineberg,09-02-2025 17:29,09-02-2025 21:29,02-12-2024 11:02
f5d08f0f-fbb4-4b35-b549-08a967cf0a5f,45292120-6861-4eb6-81ff-0f1dc33db598,JI387,Port Danielfort,Nathanland,26-01-2025 07:54,26-01-2025 08:54,30-01-2025 01:21
c4a690f2-447a-4bdc-97d3-656a3c50b423,dd3a7625-ff35-4354-bf35-150a0ec58ad1,JY302,Duncanhaven,Baileyberg,03-01-2025 19:32,03-01-2025 20:32,13-01-2025 20:32
7f1a0c17-90e5-4005-ad22-d559e61b0895,09d9a569-4078-415d-bc9b-62b5118e7a3a,iQ921,Marymouth,Port Joshualand,14-02-2025 21:17,15-02-2025 03:17,25-12-2024 16:59
