car_id,user_id,car_type,pickup_location,dropoff_location,pickup_time,dropoff_time,booking_date
6f51f4ea-72ea-422c-a4bb-2939385cfbe5,bf206369-c0e7-4c3e-beb4-0848d310aabf,Sedan,Lopezburgh,Lopezburgh,07-01-2025 12:34,08-01-2025 09:34,25-01-2025 05:34
bb3d549e-d92a-4c7c-9f41-7d7d402dd350,ff6e0005-c06e-4cad-a8d9-26c72a9a953d,Van,West Javier,West Javier,25-01-2025 02:46,25-01-2025 03:46,11-01-2025 03:06
63c21e8c-4a0b-44fc-8140-7b59f7d9da35,aa1147e9-df14-4a80-8b2f-7ca7ba6e02d7,Hatchback,Westfort,Westfort,09-02-2025 22:27,10-02-2025 08:27,05-12-2024 14:10
4a997a43-da7c-4d63-8060-3039f881a944,eb3e6eb7-7085-4ffd-ae42-54a8c2c6cbee,Sedan,Lake John,Lake John,14-02-2025 12:47,14-02-2025 15:47,03-01-2025 18:18
2fe364c1-1653-42bc-8719-722013a27a4b,e11be765-0128-4edf-af80-0b86a42ccd71,Van,Melissaberg,Melissaberg,19-02-2025 15:43,20-02-2025 04:43,10-12-2024 00:09
a9520f06-324d-4f87-b43d-d3864ef4061d,0c12e25c-4c14-4d9a-95d0-1b42f3ecc126,Hatchback,South Joshua,South Joshua,14-02-2025 13:38,14-02-2025 17:38,17-12-2024 14:28
c72cd531-2555-4eb8-95b4-a3299843fa76,58467878-eca3-4771-9681-6315b9482249,Van,Harrisburgh,Harrisburgh,09-02-2025 00:37,09-02-2025 02:37,16-01-2025 13:41
0770c673-5732-4610-afd6-db469926bb2a,34d072ea-26cd-43c5-a3f1-b2340174855b,Van,Hartstad,Hartstad,23-01-2025 20:07,24-01-2025 13:07,17-12-2024 01:57
ec798339-ddcf-4264-9f2f-f8582322dc0d,644c1a63-6d5c-452d-a2b4-3fe84bc90864,Hatchback,Traceyhaven,Traceyhaven,24-01-2025 23:11,25-01-2025 12:11,14-01-2025 21:05
21c6ac74-518c-4dbf-b42d-edb82ea0f03b,0ae46508-2b14-4383-9186-588015a4adda,Hatchback,Valerieside,Valerieside,22-01-2025 11:28,23-01-2025 08:28,22-01-2025 18:57
771be581-923b-43ff-8e66-eba4cf9ef44a,93ca1d17-d884-4047-9d5e-766f916f8689,SUV,Cruzland,Cruzland,02-01-2025 10:43,02-01-2025 20:43,14-01-2025 21:11
027778aa-44f3-452f-99bd-79e23150dc19,904bea90-ba57-4d63-b076-57b7f1ed5690,SUV,Hayeston,Hayeston,15-01-2025 19:41,16-01-2025 06:41,28-12-2024 14:34
352ccf7d-47f6-4f95-bd51-9d23445b28af,ab2151d6-f6a9-4217-96ce-42c94653f1a4,SUV,Lake Patricia,Lake Patricia,19-01-2025 06:51,19-01-2025 22:51,06-12-2024 23:35
ffa58b6a-2998-4ca0-bce4-a74393c2a85c,8814c95e-1633-496d-ba93-ee2be9f87c85,Hatchback,West Brandy,West Brandy,06-02-2025 17:45,07-02-2025 16:45,16-12-2024 01:34
ae8bf63a-18a4-4bbd-8a67-b7047d308b96,640342b1-ed99-4c45-a1d5-a959ffb64e30,Hatchback,Lake Courtney,Lake Courtney,23-02-2025 12:58,24-02-2025 02:58,20-01-2025 03:34
91f629d1-4aa4-40a6-8b78-14479cb181d1,e4dba937-ab93-40f7-aaaa-357f7f828045,SUV,West Julie,West Julie,06-01-2025 19:40,07-01-2025 19:40,26-01-2025 04:01
97748f7e-1316-46a3-b5a4-610bf82c86dc,087738e3-a40c-4b18-b69d-dc05d362c008,Sedan,South Coltonton,South Coltonton,13-01-2025 03:31,13-01-2025 13:31,27-12-2024 17:20
2fe91217-bfcf-42e5-bc37-38e2f0750bfb,0bfc215a-5bda-4927-981c-d7f40f62b5a5,SUV,South Alexis,South Alexis,30-01-2025 22:16,31-01-2025 03:16,22-01-2025 14:52
78dbcfd7-764d-4247-97ec-1229f6a12ddf,72365d3d-71d5-45cd-8657-586244954853,Hatchback,Danielleborough,Danielleborough,22-02-2025 21:15,23-02-2025 18:15,29-01-2025 13:33
f55b2754-97df-49cd-9af7-e867c2f6e9b6,d3153e49-45b1-4fe4-8166-464c0d114ceb,Van,Lake Judyport,Lake Judyport,14-01-2025 09:23,14-01-2025 21:23,28-01-2025 21:54
b6cabdc5-854d-4cfc-9c34-8136aa417262,775d1776-a6f6-462f-9a4e-8bb6a79441e9,Van,Sandersmouth,Sandersmouth,15-02-2025 06:36,16-02-2025 05:36,19-01-2025 17:51
dc82856d-6c87-49fc-8982-8c393af02d7b,d19b9655-1111-491c-a743-6f2b263b261a,Sedan,East Brianberg,East Brianberg,07-02-2025 04:10,07-02-2025 07:10,26-12-2024 10:04
a914b88d-f4cf-4be0-8f4d-373693e4514c,4cb4ffd0-b41e-4c33-8264-646e79b7a447,Van,Graceview,Graceview,07-01-2025 05:07,07-01-2025 18:07,14-01-2025 15:46
9a85fe5e-a4bf-4747-a28f-80d124249d8f,d4397ebc-9c2b-47d7-a8f1-9adce13c1839,Sedan,Thomasfurt,Thomasfurt,21-01-2025 12:54,21-01-2025 22:54,26-12-2024 21:36
0ebb428a-9173-4334-b485-1ccd1dd829a3,9892e301-d0a8-4d3c-91fa-dc5858b5418c,Van,East Paula,East Paula,28-02-2025 12:04,28-02-2025 20:04,23-12-2024 05:03
956f91a9-a5a7-4b4f-9879-000ea9e9eee0,18b11788-7fc0-45bf-966a-222cca5af95e,Sedan,Vanessahaven,Vanessahaven,08-01-2025 03:22,08-01-2025 05:22,30-12-2024 20:00
26ac41bd-dd20-44d9-94a2-304aa0f7960e,e478147d-6242-40dc-ba85-388e2d2e82a3,Hatchback,Mooreview,Mooreview,16-02-2025 07:10,16-02-2025 21:10,02-01-2025 05:20
aad677b0-a665-4d97-979f-f068cdfbf53a,4e7abb6a-9fa0-4a48-a7ff-a7e78cd0e296,SUV,Johnsonfurt,Johnsonfurt,02-01-2025 07:11,03-01-2025 02:11,19-01-2025 21:31
13096a0b-c8a1-4cd2-b65e-dd88dfe582ba,8d8dd386-22f6-484c-a0b5-968d9dc355c8,Sedan,West Jillstad,West Jillstad,03-02-2025 13:41,03-02-2025 23:41,07-01-2025 08:56
ee6c270e-a6f2-4f49-830e-9ff811a10014,94cc8825-da8c-4419-b195-3b3ba550b886,SUV,Crawfordchester,Crawfordchester,20-02-2025 11:54,20-02-2025 18:54,28-12-2024 07:14
eb384fbc-1385-443b-8e35-fb91e1834a86,2d6dc7b9-19b9-46ea-9f19-47827a6584b4,Van,Port Christopherborough,Port Christopherborough,13-02-2025 08:15,14-02-2025 07:15,17-01-2025 01:04
81bbc1a7-bf4b-4aaa-9d30-bf3274328c74,5b1b75e5-8df7-4c97-8e46-8759be423e08,SUV,Ryanview,Ryanview,10-01-2025 18:15,11-01-2025 11:15,25-12-2024 02:05
fa6fa9de-73d8-402e-9b5e-28cf6b633402,9e5beca3-778a-4a30-8106-b5b16da5fd37,Sedan,Kennethmouth,Kennethmouth,10-01-2025 08:14,11-01-2025 05:14,11-01-2025 04:30
a0cc7413-c7ce-4e6b-93bb-bb5cc7631f18,3721691f-4971-4c3b-9add-a4377ff3aa74,SUV,North Cynthia,North Cynthia,08-02-2025 22:52,09-02-2025 02:52,13-12-2024 12:40
91625d21-f3ac-4141-bde1-645ff3dfc5d1,b258c6fe-c6d2-4ec4-9960-c8628b50e1eb,SUV,East Nancy,East Nancy,08-02-2025 03:03,09-02-2025 01:03,06-12-2024 23:30
e4c7adaf-18b4-42fd-92af-8faea582234f,272b3c28-0f07-40f7-aa7f-0e45b0e9f869,SUV,Phillipsmouth,Phillipsmouth,11-02-2025 17:45,12-02-2025 05:45,17-01-2025 12:25
f088a29b-e553-48fc-bd51-0a8e0a551db3,3b5f2f2a-abf5-4f74-89f3-083c0d375118,Van,Mcmahonton,Mcmahonton,05-01-2025 15:54,05-01-2025 23:54,09-01-2025 08:47
82017775-f9d7-4783-8f70-5af4eda6a5ff,acbce918-1f78-4976-a084-7f1019a8359a,Hatchback,Josephport,Josephport,14-02-2025 17:01,14-02-2025 22:01,23-12-2024 18:24
dc96b18d-4742-4dc0-965c-c41f77dce9e9,97bcf7b1-3cba-4acc-90d4-ab80e10f1171,Van,New Zachary,New Zachary,28-01-2025 09:42,28-01-2025 20:42,23-12-2024 08:06
00c8b994-6fa5-4d86-8f18-fb149ef71d51,60447cee-3a8a-46fb-a408-1f9d7b5bea85,Van,New Joychester,New Joychester,18-02-2025 05:52,18-02-2025 08:52,29-01-2025 08:52
19b9980e-01d2-4dd0-b057-cab0684ea971,5243bd4b-52a5-4f9c-b6e5-ba69684a6901,Hatchback,Sabrinachester,Sabrinachester,04-01-2025 06:30,04-01-2025 15:30,14-12-2024 09:10
8ae9b187-bf76-470e-86a5-0abc79017c31,4c901f4f-7847-4e17-bdd5-735729180696,Sedan,Kingmouth,Kingmouth,26-02-2025 23:16,27-02-2025 03:16,03-12-2024 15:57
cf4b0077-b9e7-437b-a5cc-639f3a7f058d,70416aec-a0ab-45d0-b0b1-a23d551ff3e8,Hatchback,Buckside,Buckside,08-01-2025 01:42,08-01-2025 13:42,11-01-2025 07:59
6a80a670-1770-4750-9c85-168035fe5b8f,b67a0225-44c7-4d6f-870b-30d96c8768c8,SUV,South Alanstad,South Alanstad,24-02-2025 08:12,24-02-2025 20:12,28-01-2025 03:56
0bc1e3d6-8230-4997-a55a-1932aacc386b,5e48623c-6731-4d87-8942-c5bea0ae245a,Van,Zacharyside,Zacharyside,03-02-2025 01:39,03-02-2025 10:39,27-12-2024 16:49
76692923-c818-4c5a-ac7c-570eaccc46b6,82072434-d255-45fa-9f44-87359093c46b,SUV,New Kevin,New Kevin,05-02-2025 07:02,06-02-2025 05:02,16-01-2025 14:30
f868d780-6019-48fd-bed4-da36cacacfe2,26f59329-b943-4f30-8ca8-6c057ba4da80,Van,Sandraport,Sandraport,08-02-2025 15:07,08-02-2025 22:07,02-12-2024 17:14
3783d51f-9739-46bb-816a-8c29c0d65973,67fa4c92-6722-4e3d-b8b3-2380567854ec,Hatchback,Combsville,Combsville,20-02-2025 04:09,20-02-2025 16:09,27-12-2024 02:25
f45e3c7d-8b08-49f0-b239-566409ec9f5f,871bea49-5909-41e7-b7a7-68a6e3499aba,Sedan,Morenoberg,Morenoberg,22-02-2025 20:51,23-02-2025 04:51,14-01-2025 09:49
0e8f5276-d920-498a-b146-804a28517d5c,a3099eb6-ef7a-41af-a0ed-52e66a555825,Hatchback,Castillotown,Castillotown,17-01-2025 02:21,17-01-2025 06:21,28-01-2025 21:09
2395b36b-c8bd-4449-adae-94f8dd8c1cef,6b17ef23-0c2b-4dc4-bfb8-97a1b72c5b97,SUV,Cannonfort,Cannonfort,13-02-2025 09:55,13-02-2025 11:55,10-12-2024 21:45
95492259-0223-431b-a366-30012218f8ff,e3fdbb0f-42c1-4eba-ad25-40029135e405,Hatchback,Jonathanberg,Jonathanberg,31-01-2025 21:04,31-01-2025 23:04,15-12-2024 09:38
7daf8b04-369d-4109-b8ba-8b03b9709f4b,b6559ae6-e7f3-45dd-b431-696299430768,Sedan,Charleston,Charleston,31-01-2025 20:48,01-02-2025 17:48,04-12-2024 12:06
30fecc2e-a628-4bb9-b87a-1761665fb707,9435d68f-a057-47fb-be8d-ad7b0abeb675,Van,Kyleville,Kyleville,01-01-2025 01:39,01-01-2025 09:39,24-12-2024 10:10
e6c969db-402b-4c25-a731-d236b052fcc5,945197b5-c453-4324-a92d-de08dabf67f0,SUV,Debramouth,Debramouth,08-01-2025 04:43,09-01-2025 00:43,27-12-2024 21:23
d6f2248e-4a88-4949-aa8b-befedc4a080e,61a0972e-e518-4efc-afeb-bdf6e7c37042,Sedan,Schneiderfort,Schneiderfort,31-12-2024 22:33,01-01-2025 07:33,20-01-2025 07:30
5e703318-0afb-408c-928b-44f59bfd2db6,8ad28467-c312-4ac3-9ff4-b46f78087a55,Van,Edwardsberg,Edwardsberg,28-02-2025 11:09,28-02-2025 22:09,03-12-2024 02:47
81d5027b-deaa-48da-9154-3523ea260aba,a5498581-615f-463c-812b-bfb3ce0bb0bf,Van,Brownshire,Brownshire,28-02-2025 20:32,01-03-2025 18:32,19-01-2025 20:22
216f069d-f71d-4be8-8417-e73e4ff898e6,f61d5e47-1653-4d5d-ab5e-fe84119534a6,Van,Gibsonville,Gibsonville,14-01-2025 22:42,15-01-2025 01:42,07-01-2025 03:54
81389c97-b36b-410d-8fd4-78d571202247,c6cac394-9353-41c2-ad2b-50517a81e59f,Sedan,East Rebeccafurt,East Rebeccafurt,28-02-2025 23:33,01-03-2025 10:33,19-01-2025 16:51
5f0a9ec5-1860-4586-b45d-d5fd63ec3057,b59b72b0-4046-4efe-a216-a9699f02f1d4,Sedan,Guerrerobury,Guerrerobury,26-01-2025 14:31,27-01-2025 06:31,09-01-2025 11:25
4eadd608-d972-42bc-b1ea-9281ecbc639c,d22ab93a-cfe6-46ab-aaa8-8c51e2b836c3,Sedan,Joanview,Joanview,09-02-2025 16:09,09-02-2025 19:09,13-12-2024 16:04
10d6b221-6ab6-4a36-9797-5acb55030ee3,91b8c361-fedc-4a49-baab-9e42b8c9149f,Hatchback,New Tiffanyport,New Tiffanyport,27-01-2025 22:09,28-01-2025 06:09,13-01-2025 18:43
51cf7be0-6326-42c2-8813-40d1c76b4b20,ba3320c0-537f-42f0-804d-b0e89143c48e,Sedan,Jasonhaven,Jasonhaven,09-02-2025 03:23,09-02-2025 13:23,31-12-2024 17:16
e125d9ec-1d6b-4857-b4a6-fc9cb72b628f,3ab44034-23da-48d7-bcf9-05887e148638,Van,New Derekton,New Derekton,08-01-2025 23:01,09-01-2025 14:01,16-01-2025 20:44
437f033f-18b7-429e-97ee-329d333eb2c2,62b53aff-e72f-4a81-8850-032b70ea2b24,Sedan,Wilsonside,Wilsonside,26-02-2025 19:37,27-02-2025 03:37,22-01-2025 02:36
77b4b55f-484a-45e6-a4ec-5b1f1d1358c8,1efc81b9-f03d-4471-8647-f25736871f96,Sedan,New Troy,New Troy,15-02-2025 15:43,16-02-2025 12:43,29-12-2024 19:15
b36da5b6-8e90-412d-a235-aa2d990efa06,9dd80dcb-b6c6-4335-b347-0bcaa47ea3b8,Van,South Robert,South Robert,18-01-2025 10:53,18-01-2025 18:53,12-01-2025 21:38
32196551-a8e9-482f-87c5-3a9c5f2ef36f,658fd09f-fe4f-4e98-abf2-f683c176eeb8,SUV,Tinaton,Tinaton,13-02-2025 08:25,13-02-2025 13:25,05-12-2024 09:06
548e8af1-22b7-45a2-b97c-6a864c3f2c9f,eebd481b-9a48-479a-87c6-89309480fd2b,Van,Michelleville,Michelleville,16-02-2025 19:04,17-02-2025 17:04,20-12-2024 04:51
a6ef8c4c-14be-431c-8677-d0d83f9b3350,c849c934-6a9f-47d9-9c64-c346c0ee8bf8,Hatchback,Kaneberg,Kaneberg,28-01-2025 12:57,28-01-2025 16:57,16-01-2025 11:56
43da6585-3d7d-447d-b0e3-b03073009bc6,33750168-5263-4b1d-be5f-16169be2c187,Hatchback,Denisefurt,Denisefurt,21-02-2025 23:05,22-02-2025 05:05,16-01-2025 10:55
a3bdcc67-93cb-4394-b993-3bb382b06089,24719896-af38-4d24-b671-0e8ed8fca088,Sedan,Lake Jameschester,Lake Jameschester,07-01-2025 11:02,08-01-2025 07:02,17-01-2025 15:51
b91f2d2e-de6a-479e-aa90-02e01eee37a7,ea6f3265-cea9-42da-b220-5a375303d99f,Sedan,Robertstad,Robertstad,06-01-2025 13:37,06-01-2025 17:37,18-01-2025 15:40
0f0f7135-0d10-4c8b-8ad5-e49973fced2c,8135a8b9-e6d7-450e-8cb7-7d130da66cca,Van,Stevensmouth,Stevensmouth,02-01-2025 15:12,03-01-2025 08:12,19-12-2024 00:47
e1ebaab2-4813-4d88-8cfa-d0c6e195afc5,c561d0ff-3d63-4d5c-bdce-b48afcba8af5,Sedan,Charlesmouth,Charlesmouth,01-03-2025 11:24,01-03-2025 19:24,18-01-2025 23:09
32236d63-7e30-4f92-aed7-107c9d48d206,777281eb-649d-4eae-9676-d4ab74698405,Sedan,Smithbury,Smithbury,05-02-2025 18:36,06-02-2025 08:36,26-01-2025 00:48
9bed1a42-8154-4ae6-8459-ae016c56458d,d8252b8d-4b4b-40d2-9f7a-614228904b1a,Hatchback,New Daniel,New Daniel,19-02-2025 15:56,20-02-2025 14:56,07-12-2024 22:54
b5621bfe-9d83-4d30-9f24-f87cbf3dc62f,52c4a18f-3d1f-406d-a2f6-8f9a2f6111e0,SUV,Figueroabury,Figueroabury,02-02-2025 22:03,03-02-2025 05:03,16-12-2024 00:38
4dd34f6e-2ed9-4101-9677-38658f8ae8ee,1b1f7192-94bb-41a6-a0ba-5bd59ebdb5aa,Van,Batesland,Batesland,08-02-2025 02:36,08-02-2025 11:36,09-12-2024 14:30
314f2b60-a592-4586-85b6-0bab795576bc,62a1c23d-8664-4f2b-a5a8-6ba1ded177ac,SUV,Luisburgh,Luisburgh,24-01-2025 10:01,25-01-2025 10:01,07-01-2025 07:39
269a83fc-b845-469f-89e7-e306fb339538,93264851-87f6-4658-9cf5-f55156309937,Hatchback,Estradabury,Estradabury,01-03-2025 08:10,01-03-2025 21:10,17-12-2024 22:16
83109ed5-9a08-4b4e-94db-137ba7758027,61eb22d9-abaa-4029-8225-380941c10d83,Hatchback,South Gregoryfurt,South Gregoryfurt,15-02-2025 13:05,16-02-2025 10:05,29-01-2025 17:38
5de913cc-8d19-4322-8e83-0426823639f0,0e83aff3-2fa0-4084-80e7-35ad07ff8df6,Hatchback,Curtisview,Curtisview,10-01-2025 07:45,10-01-2025 18:45,18-12-2024 18:46
2e0752e5-1bc1-4e8b-94f8-f504cdb4e8b2,6ae96440-8685-448c-a523-2711fa6a538d,Van,Sheryltown,Sheryltown,24-02-2025 15:48,25-02-2025 01:48,14-12-2024 15:24
aa21dbc6-4b45-45b1-b1f4-32658355be1b,4847a370-71e1-4c22-ac68-bf6b0a4a5344,Sedan,East Jenniferfurt,East Jenniferfurt,16-01-2025 07:01,17-01-2025 04:01,20-12-2024 21:54
efccb9fe-75e4-49da-b8ae-bbf5af7a8afb,3ccb3336-26a2-43c4-852d-c90abcacccc6,Sedan,Garnerfort,Garnerfort,05-02-2025 18:00,06-02-2025 06:00,18-01-2025 00:30
5c40d2cb-bcb6-40de-b4b5-48bd856c981c,26ad4b0b-4cec-44df-96fe-2a18e4bbaf49,Sedan,Youngmouth,Youngmouth,10-02-2025 11:55,11-02-2025 02:55,19-12-2024 02:35
476d62e2-33af-4589-b3af-c9e93d6cf7af,b09de68b-9a05-4271-9f3c-7d8a674fed7c,Hatchback,Mackenzieborough,Mackenzieborough,09-02-2025 21:23,10-02-2025 10:23,15-12-2024 00:28
9d1ca8f5-8d50-46a6-becb-e6ccec706833,d6665aa8-1205-4bb6-9c75-d94a3733e5e6,Sedan,Chrisburgh,Chrisburgh,24-02-2025 22:32,25-02-2025 15:32,05-01-2025 19:32
6ba2667f-fa9c-463f-9ad3-319a92c3e4a4,e5301573-a5a2-44bf-aa93-4d0d6a087a41,Van,East Karenmouth,East Karenmouth,30-01-2025 12:45,30-01-2025 21:45,04-01-2025 13:29
d1c0b837-9fe9-4c2e-bc76-651c47dac9cd,72c489e7-9849-4852-b6cd-7f2b9bac8860,Hatchback,Grayberg,Grayberg,16-01-2025 20:34,17-01-2025 14:34,27-12-2024 10:04
69a8d143-9472-4de6-8f12-2669bb70e779,ebc2981f-9570-4f36-86f8-203008d358bd,Van,Newmanport,Newmanport,24-02-2025 16:14,25-02-2025 13:14,03-01-2025 08:58
fa33f874-60c0-4645-894d-1cdd673b05c7,06ad4e54-0033-4d64-823f-81b0b9b62395,Sedan,West Joanne,West Joanne,04-01-2025 13:43,04-01-2025 16:43,30-12-2024 17:40
b5e0f4ab-36a0-42d4-9935-fb7b27824e6f,eb5cebb9-4cae-492f-b6dc-4309f15a5272,Hatchback,Barnestown,Barnestown,02-02-2025 19:03,03-02-2025 13:03,10-12-2024 09:52
117cd9bc-7918-4113-9c9a-3aa47773f201,b20e0b7d-c913-4874-a3cb-0e44984f2fcc,Hatchback,Nancyfort,Nancyfort,24-02-2025 08:09,24-02-2025 17:09,12-01-2025 03:30
33e2fb9d-6d4a-49a7-a055-cef2d4225c47,7967b324-56de-49ac-a7d9-10d6e1e37317,Van,Smithmouth,Smithmouth,18-02-2025 18:57,19-02-2025 04:57,09-01-2025 03:08
04bed98a-1058-4df4-9687-3c34124d3e22,bf4ffed8-9b95-4962-a1a9-2a98df5a3d4d,Hatchback,Port Patriciaport,Port Patriciaport,30-01-2025 07:22,30-01-2025 17:22,28-12-2024 04:40
54742c35-2aac-4218-8418-26a911e16df7,5b0b83be-f428-452c-a0e9-f5f7eef9e6a4,Van,Robertton,Robertton,15-01-2025 21:21,16-01-2025 17:21,13-12-2024 14:22
a1e6fe65-9854-4dda-9591-ebdd5c708e82,fa12f2fc-ab7b-4806-9073-56697f3d1fd7,Van,New Jasonfurt,New Jasonfurt,16-02-2025 20:24,17-02-2025 00:24,21-01-2025 01:02
6c7c2a94-ff1b-4591-80a4-0a60d755fc2c,7840c56d-3e4b-4a73-88dd-9c6dc05f8557,Sedan,West Holly,West Holly,09-02-2025 15:23,09-02-2025 21:23,02-01-2025 01:20
7bf047ff-4d1a-4c02-8766-b33df6884b9d,a2cb2ff2-de90-40a0-8582-485a185d55e2,Sedan,West Cynthia,West Cynthia,11-01-2025 02:04,11-01-2025 16:04,12-01-2025 09:55
6ab5c224-a66d-4110-a82e-0834f50175e6,25b7a55a-e79d-410f-9c8e-473a1fb12422,SUV,Juliestad,Juliestad,19-01-2025 17:14,20-01-2025 07:14,20-01-2025 22:43
514cd956-bd79-4c41-a207-fa60ef029f0a,f5a711c7-68b8-48df-94d8-56fed71ca80c,Sedan,South Melissastad,South Melissastad,25-02-2025 08:51,25-02-2025 21:51,15-01-2025 08:27
7d489840-6f2a-4347-8470-48945cf024a5,44fee0f2-5dac-44c9-9cd9-1fc093e73d97,Van,New Christophershire,New Christophershire,19-01-2025 07:51,20-01-2025 03:51,29-12-2024 04:03
b9cf75a6-32c2-4fa0-9966-c6bd68dfcfbc,98cff6e8-75aa-4dcd-95ef-2e0685e850b7,Van,Angelashire,Angelashire,24-01-2025 10:01,25-01-2025 10:01,24-12-2024 23:37
fe2b656d-0255-40a8-bd68-a10854314735,2a18dea4-8b0b-4f4b-82a0-0bf8791845e8,SUV,Robertport,Robertport,21-02-2025 03:17,22-02-2025 01:17,09-12-2024 15:13
cad0ef7e-3462-4afe-8a68-e6cfd7b1413e,eb20fe34-9427-407f-abae-19c5fef11d11,SUV,Hillstad,Hillstad,07-02-2025 16:24,08-02-2025 02:24,27-01-2025 19:30
02b789cf-9578-43c6-bb2b-1aa8d0feb64d,46db1abd-5fe1-41a5-acaf-606464bfbcc2,Van,Jesusborough,Jesusborough,22-02-2025 05:23,23-02-2025 02:23,11-12-2024 15:37
2595ade6-be16-478e-91d7-ecc84749d12b,ca3f4ae0-f62b-4d51-be1f-255d9601369f,Hatchback,West Robertstad,West Robertstad,17-01-2025 20:13,18-01-2025 20:13,27-01-2025 20:50
d4832866-4b04-4c40-b3ea-01a982aa4fc6,d7ddda8a-aedd-4ee0-bb8a-15cab73dacc7,SUV,New Katherineberg,New Katherineberg,09-02-2025 21:29,10-02-2025 17:29,23-01-2025 17:49
39c9338c-ec26-4e2d-9cf4-aca81373c16b,45292120-6861-4eb6-81ff-0f1dc33db598,SUV,Nathanland,Nathanland,26-01-2025 08:54,26-01-2025 17:54,16-01-2025 00:27
076b391b-eb32-4835-85df-1b89f8c3554b,dd3a7625-ff35-4354-bf35-150a0ec58ad1,Hatchback,Baileyberg,Baileyberg,03-01-2025 20:32,04-01-2025 18:32,16-12-2024 21:09
f1a77691-c502-4464-ae5d-93ed72c562ba,09d9a569-4078-415d-bc9b-62b5118e7a3a,SUV,Port Joshualand,Port Joshualand,15-02-2025 03:17,15-02-2025 21:17,09-01-2025 17:39
